seed,tol,policy,initial_belief,final_error,tail_error_mean,tail_coverage_mean,reference_rejected_total
12,1.0,accept_all,0.21609973754099182,0.7839002624590081,0.4311451443524545,1.0,0
12,1.0,reference_only,0.21609973754099182,0.0,0.0,0.5,0
13,0.0,gated,0.14065297210041577,0.8593470278995843,0.8593470278995843,0.5,80
13,0.0,accept_all,0.14065297210041577,0.8593470278995843,0.42967351394979214,1.0,0
13,0.0,reference_only,0.14065297210041577,0.0,0.0,0.5,0
13,0.01,gated,0.14065297210041577,0.8593470278995843,0.8593470278995843,0.5,80
13,0.01,accept_all,0.14065297210041577,0.8593470278995843,0.42967351394979214,1.0,0
13,0.01,reference_only,0.14065297210041577,0.0,0.0,0.5,0
13,0.024,gated,0.14065297210041577,0.8593470278995843,0.8593470278995843,0.5,80
13,0.024,accept_all,0.14065297210041577,0.8593470278995843,0.42967351394979214,1.0,0
13,0.024,reference_only,0.14065297210041577,0.0,0.0,0.5,0
13,0.026,gated,0.14065297210041577,0.8593470278995843,0.8593470278995843,0.5,80
13,0.026,accept_all,0.14065297210041577,0.8593470278995843,0.42967351394979214,1.0,0
13,0.026,reference_only,0.14065297210041577,0.0,0.0,0.5,0
13,0.05,gated,0.14065297210041577,0.8593470278995843,0.8593470278995843,0.5,80
13,0.05,accept_all,0.14065297210041577,0.8593470278995843,0.42967351394979214,1.0,0
13,0.05,reference_only,0.14065297210041577,0.0,0.0,0.5,0
13,0.11,gated,0.14065297210041577,0.8593470278995843,0.8593470278995843,0.5,80
13,0.11,accept_all,0.14065297210041577,0.8593470278995843,0.42967351394979214,1.0,0
13,0.11,reference_only,0.14065297210041577,0.0,0.0,0.5,0
13,0.25,gated,0.14065297210041577,0.8593470278995843,0.8593470278995843,0.5,80
13,0.25,accept_all,0.14065297210041577,0.8593470278995843,0.42967351394979214,1.0,0
13,0.25,reference_only,0.14065297210041577,0.0,0.0,0.5,0
13,1.0,gated,0.14065297210041577,0.8593470278995843,0.42967351394979214,1.0,0
13,1.0,accept_all,0.14065297210041577,0.8593470278995843,0.42967351394979214,1.0,0
13,1.0,reference_only,0.14065297210041577,0.0,0.0,0.5,0
14,0.0,gated,0.0873899881955795,0.9126100118044205,0.9126100118044205,0.5,80
14,0.0,accept_all,0.0873899881955795,0.0,0.22815250295110512,1.0,0
14,0.0,reference_only,0.0873899881955795,0.0,0.0,0.5,0
14,0.01,gated,0.0873899881955795,0.9126100118044205,0.9126100118044205,0.5,80
14,0.01,accept_all,0.0873899881955795,0.0,0.22815250295110512,1.0,0
14,0.01,reference_only,0.0873899881955795,0.0,0.0,0.5,0
14,0.024,gated,0.0873899881955795,0.9126100118044205,0.9126100118044205,0.5,80
14,0.024,accept_all,0.0873899881955795,0.0,0.22815250295110512,1.0,0
14,0.024,reference_only,0.0873899881955795,0.0,0.0,0.5,0
14,0.026,gated,0.0873899881955795,0.9126100118044205,0.9126100118044205,0.5,80
14,0.026,accept_all,0.0873899881955795,0.0,0.22815250295110512,1.0,0
14,0.026,reference_only,0.0873899881955795,0.0,0.0,0.5,0
14,0.05,gated,0.0873899881955795,0.9126100118044205,0.9126100118044205,0.5,80
14,0.05,accept_all,0.0873899881955795,0.0,0.22815250295110512,1.0,0
14,0.05,reference_only,0.0873899881955795,0.0,0.0,0.5,0
14,0.11,gated,0.0873899881955795,0.9126100118044205,0.9126100118044205,0.5,80
14,0.11,accept_all,0.0873899881955795,0.0,0.22815250295110512,1.0,0
14,0.11,reference_only,0.0873899881955795,0.0,0.0,0.5,0
14,0.25,gated,0.0873899881955795,0.9126100118044205,0.9126100118044205,0.5,80
14,0.25,accept_all,0.0873899881955795,0.0,0.22815250295110512,1.0,0
