fixture,seed,policy,tol,step,initial_belief,reference,belief,state_delta,accepted_agreement,all_input_agreement,coverage,reference_error,reference_acceptance,rejected_total,reference_rejected_total
bridge,-1,gated,0.0,31,0.0,1.0,0.0,0.0,,0.22499999999999998,0.0,1.0,,31,0
bridge,-1,gated,0.0,32,0.0,1.0,0.0,0.0,,0.19999999999999996,0.0,1.0,,32,0
bridge,-1,gated,0.0,33,0.0,1.0,0.0,0.0,,0.17500000000000004,0.0,1.0,,33,0
bridge,-1,gated,0.0,34,0.0,1.0,0.0,0.0,,0.15000000000000002,0.0,1.0,,34,0
bridge,-1,gated,0.0,35,0.0,1.0,0.0,0.0,,0.125,0.0,1.0,,35,0
bridge,-1,gated,0.0,36,0.0,1.0,0.0,0.0,,0.09999999999999998,0.0,1.0,,36,0
bridge,-1,gated,0.0,37,0.0,1.0,0.0,0.0,,0.07499999999999996,0.0,1.0,,37,0
bridge,-1,gated,0.0,38,0.0,1.0,0.0,0.0,,0.050000000000000044,0.0,1.0,,38,0
bridge,-1,gated,0.0,39,0.0,1.0,0.0,0.0,,0.025000000000000022,0.0,1.0,,39,0
bridge,-1,gated,0.0,40,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,40,1
bridge,-1,gated,0.0,41,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,41,2
bridge,-1,gated,0.0,42,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,42,3
bridge,-1,gated,0.0,43,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,43,4
bridge,-1,gated,0.0,44,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,44,5
bridge,-1,gated,0.0,45,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,45,6
bridge,-1,gated,0.0,46,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,46,7
bridge,-1,gated,0.0,47,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,47,8
bridge,-1,gated,0.0,48,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,48,9
bridge,-1,gated,0.0,49,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,49,10
bridge,-1,gated,0.0,50,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,50,11
bridge,-1,gated,0.0,51,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,51,12
bridge,-1,gated,0.0,52,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,52,13
bridge,-1,gated,0.0,53,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,53,14
bridge,-1,gated,0.0,54,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,54,15
bridge,-1,gated,0.0,55,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,55,16
bridge,-1,gated,0.0,56,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,56,17
bridge,-1,gated,0.0,57,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,57,18
bridge,-1,gated,0.0,58,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,58,19
bridge,-1,gated,0.0,59,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,59,20
bridge,-1,gated,0.0,60,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,60,21
bridge,-1,gated,0.0,61,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,61,22
bridge,-1,gated,0.0,62,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,62,23
bridge,-1,gated,0.0,63,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,63,24
bridge,-1,gated,0.0,64,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,64,25
bridge,-1,gated,0.0,65,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,65,26
bridge,-1,gated,0.0,66,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,66,27
bridge,-1,gated,0.0,67,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,67,28
bridge,-1,gated,0.0,68,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,68,29
bridge,-1,gated,0.0,69,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,69,30
bridge,-1,gated,0.0,70,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,70,31
bridge,-1,gated,0.0,71,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,71,32
bridge,-1,gated,0.0,72,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,72,33
bridge,-1,gated,0.0,73,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,73,34
bridge,-1,gated,0.0,74,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,74,35
bridge,-1,gated,0.0,75,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,75,36
bridge,-1,gated,0.0,76,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,76,37
bridge,-1,gated,0.0,77,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,77,38
bridge,-1,gated,0.0,78,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,78,39
bridge,-1,gated,0.0,79,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,79,40
bridge,-1,gated,0.0,80,0.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,80,41
bridge,-1,accept_all,0.0,1,0.0,1.0,0.025,0.025,0.975,0.975,1.0,0.975,,0,0
bridge,-1,accept_all,0.0,2,0.0,1.0,0.05,0.025,0.975,0.975,1.0,0.95,,0,0
bridge,-1,accept_all,0.0,3,0.0,1.0,0.075,0.024999999999999994,0.975,0.975,1.0,0.925,,0,0
bridge,-1,accept_all,0.0,4,0.0,1.0,0.1,0.02500000000000001,0.975,0.975,1.0,0.9,,0,0
bridge,-1,accept_all,0.0,5,0.0,1.0,0.125,0.024999999999999994,0.975,0.975,1.0,0.875,,0,0
bridge,-1,accept_all,0.0,6,0.0,1.0,0.15,0.024999999999999994,0.975,0.975,1.0,0.85,,0,0
bridge,-1,accept_all,0.0,7,0.0,1.0,0.175,0.024999999999999994,0.975,0.975,1.0,0.825,,0,0
bridge,-1,accept_all,0.0,8,0.0,1.0,0.2,0.025000000000000022,0.975,0.975,1.0,0.8,,0,0
bridge,-1,accept_all,0.0,9,0.0,1.0,0.225,0.024999999999999994,0.975,0.975,1.0,0.775,,0,0
bridge,-1,accept_all,0.0,10,0.0,1.0,0.25,0.024999999999999994,0.975,0.975,1.0,0.75,,0,0
bridge,-1,accept_all,0.0,11,0.0,1.0,0.275,0.025000000000000022,0.975,0.975,1.0,0.725,,0,0
bridge,-1,accept_all,0.0,12,0.0,1.0,0.3,0.024999999999999967,0.9750000000000001,0.9750000000000001,1.0,0.7,,0,0
bridge,-1,accept_all,0.0,13,0.0,1.0,0.325,0.025000000000000022,0.975,0.975,1.0,0.675,,0,0
bridge,-1,accept_all,0.0,14,0.0,1.0,0.35,0.024999999999999967,0.9750000000000001,0.9750000000000001,1.0,0.65,,0,0
bridge,-1,accept_all,0.0,15,0.0,1.0,0.375,0.025000000000000022,0.975,0.975,1.0,0.625,,0,0
bridge,-1,accept_all,0.0,16,0.0,1.0,0.4,0.025000000000000022,0.975,0.975,1.0,0.6,,0,0
bridge,-1,accept_all,0.0,17,0.0,1.0,0.425,0.024999999999999967,0.9750000000000001,0.9750000000000001,1.0,0.575,,0,0
bridge,-1,accept_all,0.0,18,0.0,1.0,0.45,0.025000000000000022,0.975,0.975,1.0,0.55,,0,0
bridge,-1,accept_all,0.0,19,0.0,1.0,0.475,0.024999999999999967,0.9750000000000001,0.9750000000000001,1.0,0.525,,0,0
bridge,-1,accept_all,0.0,20,0.0,1.0,0.5,0.025000000000000022,0.975,0.975,1.0,0.5,,0,0
bridge,-1,accept_all,0.0,21,0.0,1.0,0.525,0.025000000000000022,0.975,0.975,1.0,0.475,,0,0
bridge,-1,accept_all,0.0,22,0.0,1.0,0.55,0.025000000000000022,0.975,0.975,1.0,0.44999999999999996,,0,0
bridge,-1,accept_all,0.0,23,0.0,1.0,0.575,0.02499999999999991,0.9750000000000001,0.9750000000000001,1.0,0.42500000000000004,,0,0
bridge,-1,accept_all,0.0,24,0.0,1.0,0.6,0.025000000000000022,0.975,0.975,1.0,0.4,,0,0
bridge,-1,accept_all,0.0,25,0.0,1.0,0.625,0.025000000000000022,0.975,0.975,1.0,0.375,,0,0
bridge,-1,accept_all,0.0,26,0.0,1.0,0.65,0.025000000000000022,0.975,0.975,1.0,0.35,,0,0
bridge,-1,accept_all,0.0,27,0.0,1.0,0.675,0.025000000000000022,0.975,0.975,1.0,0.32499999999999996,,0,0
bridge,-1,accept_all,0.0,28,0.0,1.0,0.7,0.02499999999999991,0.9750000000000001,0.9750000000000001,1.0,0.30000000000000004,,0,0
bridge,-1,accept_all,0.0,29,0.0,1.0,0.725,0.025000000000000022,0.975,0.975,1.0,0.275,,0,0
bridge,-1,accept_all,0.0,30,0.0,1.0,0.75,0.025000000000000022,0.975,0.975,1.0,0.25,,0,0
bridge,-1,accept_all,0.0,31,0.0,1.0,0.775,0.025000000000000022,0.975,0.975,1.0,0.22499999999999998,,0,0
bridge,-1,accept_all,0.0,32,0.0,1.0,0.8,0.025000000000000022,0.975,0.975,1.0,0.19999999999999996,,0,0
bridge,-1,accept_all,0.0,33,0.0,1.0,0.825,0.02499999999999991,0.9750000000000001,0.9750000000000001,1.0,0.17500000000000004,,0,0
bridge,-1,accept_all,0.0,34,0.0,1.0,0.85,0.025000000000000022,0.975,0.975,1.0,0.15000000000000002,,0,0
bridge,-1,accept_all,0.0,35,0.0,1.0,0.875,0.025000000000000022,0.975,0.975,1.0,0.125,,0,0
bridge,-1,accept_all,0.0,36,0.0,1.0,0.9,0.025000000000000022,0.975,0.975,1.0,0.09999999999999998,,0,0
bridge,-1,accept_all,0.0,37,0.0,1.0,0.925,0.025000000000000022,0.975,0.975,1.0,0.07499999999999996,,0,0
bridge,-1,accept_all,0.0,38,0.0,1.0,0.95,0.02499999999999991,0.9750000000000001,0.9750000000000001,1.0,0.050000000000000044,,0,0
bridge,-1,accept_all,0.0,39,0.0,1.0,0.975,0.025000000000000022,0.975,0.975,1.0,0.025000000000000022,,0,0
bridge,-1,accept_all,0.0,40,0.0,1.0,1.0,0.025000000000000022,0.975,0.975,1.0,0.0,1.0,0,0
bridge,-1,accept_all,0.0,41,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0
bridge,-1,accept_all,0.0,42,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0
bridge,-1,accept_all,0.0,43,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0
bridge,-1,accept_all,0.0,44,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0
bridge,-1,accept_all,0.0,45,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0
bridge,-1,accept_all,0.0,46,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0
bridge,-1,accept_all,0.0,47,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0
bridge,-1,accept_all,0.0,48,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0
bridge,-1,accept_all,0.0,49,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0
bridge,-1,accept_all,0.0,50,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0
bridge,-1,accept_all,0.0,51,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0
bridge,-1,accept_all,0.0,52,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0
bridge,-1,accept_all,0.0,53,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0
bridge,-1,accept_all,0.0,54,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0
bridge,-1,accept_all,0.0,55,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0
bridge,-1,accept_all,0.0,56,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0
bridge,-1,accept_all,0.0,57,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0
bridge,-1,accept_all,0.0,58,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0
bridge,-1,accept_all,0.0,59,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0
bridge,-1,accept_all,0.0,60,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0
bridge,-1,accept_all,0.0,61,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0
bridge,-1,accept_all,0.0,62,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0
bridge,-1,accept_all,0.0,63,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0
bridge,-1,accept_all,0.0,64,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0
bridge,-1,accept_all,0.0,65,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0
bridge,-1,accept_all,0.0,66,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0
bridge,-1,accept_all,0.0,67,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0
bridge,-1,accept_all,0.0,68,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0
bridge,-1,accept_all,0.0,69,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0
bridge,-1,accept_all,0.0,70,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0
bridge,-1,accept_all,0.0,71,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0
bridge,-1,accept_all,0.0,72,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0
bridge,-1,accept_all,0.0,73,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0
bridge,-1,accept_all,0.0,74,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0
bridge,-1,accept_all,0.0,75,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0
bridge,-1,accept_all,0.0,76,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0
bridge,-1,accept_all,0.0,77,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0
bridge,-1,accept_all,0.0,78,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0
bridge,-1,accept_all,0.0,79,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0
bridge,-1,accept_all,0.0,80,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0,0
bridge,-1,reference_only,0.0,1,0.0,1.0,0.0,0.0,,0.975,0.0,1.0,,1,0
bridge,-1,reference_only,0.0,2,0.0,1.0,0.0,0.0,,0.95,0.0,1.0,,2,0
bridge,-1,reference_only,0.0,3,0.0,1.0,0.0,0.0,,0.925,0.0,1.0,,3,0
bridge,-1,reference_only,0.0,4,0.0,1.0,0.0,0.0,,0.9,0.0,1.0,,4,0
bridge,-1,reference_only,0.0,5,0.0,1.0,0.0,0.0,,0.875,0.0,1.0,,5,0
bridge,-1,reference_only,0.0,6,0.0,1.0,0.0,0.0,,0.85,0.0,1.0,,6,0
bridge,-1,reference_only,0.0,7,0.0,1.0,0.0,0.0,,0.825,0.0,1.0,,7,0
bridge,-1,reference_only,0.0,8,0.0,1.0,0.0,0.0,,0.8,0.0,1.0,,8,0
bridge,-1,reference_only,0.0,9,0.0,1.0,0.0,0.0,,0.775,0.0,1.0,,9,0
bridge,-1,reference_only,0.0,10,0.0,1.0,0.0,0.0,,0.75,0.0,1.0,,10,0
bridge,-1,reference_only,0.0,11,0.0,1.0,0.0,0.0,,0.725,0.0,1.0,,11,0
bridge,-1,reference_only,0.0,12,0.0,1.0,0.0,0.0,,0.7,0.0,1.0,,12,0
bridge,-1,reference_only,0.0,13,0.0,1.0,0.0,0.0,,0.675,0.0,1.0,,13,0
bridge,-1,reference_only,0.0,14,0.0,1.0,0.0,0.0,,0.65,0.0,1.0,,14,0
bridge,-1,reference_only,0.0,15,0.0,1.0,0.0,0.0,,0.625,0.0,1.0,,15,0
bridge,-1,reference_only,0.0,16,0.0,1.0,0.0,0.0,,0.6,0.0,1.0,,16,0
bridge,-1,reference_only,0.0,17,0.0,1.0,0.0,0.0,,0.575,0.0,1.0,,17,0
bridge,-1,reference_only,0.0,18,0.0,1.0,0.0,0.0,,0.55,0.0,1.0,,18,0
bridge,-1,reference_only,0.0,19,0.0,1.0,0.0,0.0,,0.525,0.0,1.0,,19,0
bridge,-1,reference_only,0.0,20,0.0,1.0,0.0,0.0,,0.5,0.0,1.0,,20,0
bridge,-1,reference_only,0.0,21,0.0,1.0,0.0,0.0,,0.475,0.0,1.0,,21,0
bridge,-1,reference_only,0.0,22,0.0,1.0,0.0,0.0,,0.44999999999999996,0.0,1.0,,22,0
bridge,-1,reference_only,0.0,23,0.0,1.0,0.0,0.0,,0.42500000000000004,0.0,1.0,,23,0
bridge,-1,reference_only,0.0,24,0.0,1.0,0.0,0.0,,0.4,0.0,1.0,,24,0
bridge,-1,reference_only,0.0,25,0.0,1.0,0.0,0.0,,0.375,0.0,1.0,,25,0
bridge,-1,reference_only,0.0,26,0.0,1.0,0.0,0.0,,0.35,0.0,1.0,,26,0
bridge,-1,reference_only,0.0,27,0.0,1.0,0.0,0.0,,0.32499999999999996,0.0,1.0,,27,0
bridge,-1,reference_only,0.0,28,0.0,1.0,0.0,0.0,,0.30000000000000004,0.0,1.0,,28,0
bridge,-1,reference_only,0.0,29,0.0,1.0,0.0,0.0,,0.275,0.0,1.0,,29,0
bridge,-1,reference_only,0.0,30,0.0,1.0,0.0,0.0,,0.25,0.0,1.0,,30,0
bridge,-1,reference_only,0.0,31,0.0,1.0,0.0,0.0,,0.22499999999999998,0.0,1.0,,31,0
bridge,-1,reference_only,0.0,32,0.0,1.0,0.0,0.0,,0.19999999999999996,0.0,1.0,,32,0
bridge,-1,reference_only,0.0,33,0.0,1.0,0.0,0.0,,0.17500000000000004,0.0,1.0,,33,0
bridge,-1,reference_only,0.0,34,0.0,1.0,0.0,0.0,,0.15000000000000002,0.0,1.0,,34,0
bridge,-1,reference_only,0.0,35,0.0,1.0,0.0,0.0,,0.125,0.0,1.0,,35,0
bridge,-1,reference_only,0.0,36,0.0,1.0,0.0,0.0,,0.09999999999999998,0.0,1.0,,36,0
bridge,-1,reference_only,0.0,37,0.0,1.0,0.0,0.0,,0.07499999999999996,0.0,1.0,,37,0
bridge,-1,reference_only,0.0,38,0.0,1.0,0.0,0.0,,0.050000000000000044,0.0,1.0,,38,0
bridge,-1,reference_only,0.0,39,0.0,1.0,0.0,0.0,,0.025000000000000022,0.0,1.0,,39,0
bridge,-1,reference_only,0.0,40,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,39,0
bridge,-1,reference_only,0.0,41,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,39,0
bridge,-1,reference_only,0.0,42,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,39,0
bridge,-1,reference_only,0.0,43,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,39,0
bridge,-1,reference_only,0.0,44,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,39,0
bridge,-1,reference_only,0.0,45,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,39,0
bridge,-1,reference_only,0.0,46,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,39,0
bridge,-1,reference_only,0.0,47,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,39,0
bridge,-1,reference_only,0.0,48,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,39,0
bridge,-1,reference_only,0.0,49,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,39,0
bridge,-1,reference_only,0.0,50,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,39,0
bridge,-1,reference_only,0.0,51,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,39,0
bridge,-1,reference_only,0.0,52,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,39,0
bridge,-1,reference_only,0.0,53,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,39,0
bridge,-1,reference_only,0.0,54,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,39,0
bridge,-1,reference_only,0.0,55,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,39,0
bridge,-1,reference_only,0.0,56,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,39,0
bridge,-1,reference_only,0.0,57,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,39,0
bridge,-1,reference_only,0.0,58,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,39,0
bridge,-1,reference_only,0.0,59,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,39,0
bridge,-1,reference_only,0.0,60,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,39,0
bridge,-1,reference_only,0.0,61,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,39,0
bridge,-1,reference_only,0.0,62,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,39,0
bridge,-1,reference_only,0.0,63,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,39,0
bridge,-1,reference_only,0.0,64,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,39,0
bridge,-1,reference_only,0.0,65,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,39,0
bridge,-1,reference_only,0.0,66,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,39,0
bridge,-1,reference_only,0.0,67,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,39,0
bridge,-1,reference_only,0.0,68,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,39,0
bridge,-1,reference_only,0.0,69,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,39,0
bridge,-1,reference_only,0.0,70,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,39,0
bridge,-1,reference_only,0.0,71,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,39,0
bridge,-1,reference_only,0.0,72,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,39,0
bridge,-1,reference_only,0.0,73,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,39,0
bridge,-1,reference_only,0.0,74,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,39,0
bridge,-1,reference_only,0.0,75,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,39,0
bridge,-1,reference_only,0.0,76,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,39,0
bridge,-1,reference_only,0.0,77,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,39,0
bridge,-1,reference_only,0.0,78,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,39,0
bridge,-1,reference_only,0.0,79,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,39,0
bridge,-1,reference_only,0.0,80,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,39,0
bridge,-1,gated,0.01,1,0.0,1.0,0.0,0.0,,0.975,0.0,1.0,,1,0
bridge,-1,gated,0.01,2,0.0,1.0,0.0,0.0,,0.95,0.0,1.0,,2,0
bridge,-1,gated,0.01,3,0.0,1.0,0.0,0.0,,0.925,0.0,1.0,,3,0
bridge,-1,gated,0.01,4,0.0,1.0,0.0,0.0,,0.9,0.0,1.0,,4,0
bridge,-1,gated,0.01,5,0.0,1.0,0.0,0.0,,0.875,0.0,1.0,,5,0
bridge,-1,gated,0.01,6,0.0,1.0,0.0,0.0,,0.85,0.0,1.0,,6,0
bridge,-1,gated,0.01,7,0.0,1.0,0.0,0.0,,0.825,0.0,1.0,,7,0
bridge,-1,gated,0.01,8,0.0,1.0,0.0,0.0,,0.8,0.0,1.0,,8,0
bridge,-1,gated,0.01,9,0.0,1.0,0.0,0.0,,0.775,0.0,1.0,,9,0
bridge,-1,gated,0.01,10,0.0,1.0,0.0,0.0,,0.75,0.0,1.0,,10,0
bridge,-1,gated,0.01,11,0.0,1.0,0.0,0.0,,0.725,0.0,1.0,,11,0
bridge,-1,gated,0.01,12,0.0,1.0,0.0,0.0,,0.7,0.0,1.0,,12,0
bridge,-1,gated,0.01,13,0.0,1.0,0.0,0.0,,0.675,0.0,1.0,,13,0
bridge,-1,gated,0.01,14,0.0,1.0,0.0,0.0,,0.65,0.0,1.0,,14,0
bridge,-1,gated,0.01,15,0.0,1.0,0.0,0.0,,0.625,0.0,1.0,,15,0
bridge,-1,gated,0.01,16,0.0,1.0,0.0,0.0,,0.6,0.0,1.0,,16,0
bridge,-1,gated,0.01,17,0.0,1.0,0.0,0.0,,0.575,0.0,1.0,,17,0
bridge,-1,gated,0.01,18,0.0,1.0,0.0,0.0,,0.55,0.0,1.0,,18,0
bridge,-1,gated,0.01,19,0.0,1.0,0.0,0.0,,0.525,0.0,1.0,,19,0
bridge,-1,gated,0.01,20,0.0,1.0,0.0,0.0,,0.5,0.0,1.0,,20,0
bridge,-1,gated,0.01,21,0.0,1.0,0.0,0.0,,0.475,0.0,1.0,,21,0
bridge,-1,gated,0.01,22,0.0,1.0,0.0,0.0,,0.44999999999999996,0.0,1.0,,22,0
bridge,-1,gated,0.01,23,0.0,1.0,0.0,0.0,,0.42500000000000004,0.0,1.0,,23,0
bridge,-1,gated,0.01,24,0.0,1.0,0.0,0.0,,0.4,0.0,1.0,,24,0
bridge,-1,gated,0.01,25,0.0,1.0,0.0,0.0,,0.375,0.0,1.0,,25,0
bridge,-1,gated,0.01,26,0.0,1.0,0.0,0.0,,0.35,0.0,1.0,,26,0
bridge,-1,gated,0.01,27,0.0,1.0,0.0,0.0,,0.32499999999999996,0.0,1.0,,27,0
bridge,-1,gated,0.01,28,0.0,1.0,0.0,0.0,,0.30000000000000004,0.0,1.0,,28,0
bridge,-1,gated,0.01,29,0.0,1.0,0.0,0.0,,0.275,0.0,1.0,,29,0
bridge,-1,gated,0.01,30,0.0,1.0,0.0,0.0,,0.25,0.0,1.0,,30,0
bridge,-1,gated,0.01,31,0.0,1.0,0.0,0.0,,0.22499999999999998,0.0,1.0,,31,0
bridge,-1,gated,0.01,32,0.0,1.0,0.0,0.0,,0.19999999999999996,0.0,1.0,,32,0
bridge,-1,gated,0.01,33,0.0,1.0,0.0,0.0,,0.17500000000000004,0.0,1.0,,33,0
bridge,-1,gated,0.01,34,0.0,1.0,0.0,0.0,,0.15000000000000002,0.0,1.0,,34,0
bridge,-1,gated,0.01,35,0.0,1.0,0.0,0.0,,0.125,0.0,1.0,,35,0
bridge,-1,gated,0.01,36,0.0,1.0,0.0,0.0,,0.09999999999999998,0.0,1.0,,36,0
bridge,-1,gated,0.01,37,0.0,1.0,0.0,0.0,,0.07499999999999996,0.0,1.0,,37,0
