run_id,regime,seed,arm,evidence_strength,condition_id,family,q_nominal,drift_v,order,baseline_steps,attractor_belief,stable_window,local_probe_count,local_probes_passed,D_pre,D_immediate_first,D_immediate_last,D_final,D_post,delta_D,C_pre,C_post,C_post_defined_steps,normal_accepted,normal_rejected,acceptance_rate,rejection_rate,external_delivery_count,bypass_delivery_count,external_update_accepted_count,external_rejected_count,actual_revision_count,qualifying_revision_count,genuine_revision_count,apparent_correction_count,relapse_observed,relapse_rate_if_eligible,relapse_start_step,relapse_confirmation_step,time_to_relapse,time_to_relapse_from_last_injection,persistent_escape,persistent_escape_rate,normal_post_steps,steps_after_last_injection,classification,reference_corruption,reference_avoidance,post_inputs,corrective_offered,contradictory_offered,q_actual,q_old_halfspace,exact_old_count,input_mean,last_input,sequence_sha256,multiset_sha256,D_min,recapture_latency,recapture_slope_net,recapture_slope_active,corrective_before_failure,contradictory_before_failure,corrective_accepted_before_failure,contradictory_accepted_before_failure,C_at_relapse,early_C_mean,early_C_defined_steps,early_C_alarm,alarm_is_prospective,high_C_at_relapse
abrupt_return_q0.25_vNone_orderNone_seed53,stationary,53,post_input_dynamics,1.0,abrupt_return_q0.25_vNone_orderNone,abrupt_return,0.25,,,11,0.0,10,3,True,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,20,90,30,0.75,0.25,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,120,90,30,0.25,0.25,30,0.75,1.0,f0e1e2bf9a7a97b5b448744ec19a4c365d43a1c4e13e6d8f5dc00fcc2e015415,f0e1e2bf9a7a97b5b448744ec19a4c365d43a1c4e13e6d8f5dc00fcc2e015415,0.0,,,,,,,,,,0,,True,
abrupt_return_q0.5_vNone_orderNone_seed7,stationary,7,post_input_dynamics,1.0,abrupt_return_q0.5_vNone_orderNone,abrupt_return,0.5,,,11,0.0,10,3,True,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,20,60,60,0.5,0.5,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,120,60,60,0.5,0.5,60,0.5,1.0,c6aeecd051fb3c14d4c506ab88594cfb471517b9183087edf5f51588e9a84cae,c6aeecd051fb3c14d4c506ab88594cfb471517b9183087edf5f51588e9a84cae,0.0,,,,,,,,,,0,,True,
abrupt_return_q0.5_vNone_orderNone_seed17,stationary,17,post_input_dynamics,1.0,abrupt_return_q0.5_vNone_orderNone,abrupt_return,0.5,,,11,0.0,10,3,True,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,20,60,60,0.5,0.5,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,120,60,60,0.5,0.5,60,0.5,1.0,c6aeecd051fb3c14d4c506ab88594cfb471517b9183087edf5f51588e9a84cae,c6aeecd051fb3c14d4c506ab88594cfb471517b9183087edf5f51588e9a84cae,0.0,,,,,,,,,,0,,True,
abrupt_return_q0.5_vNone_orderNone_seed29,stationary,29,post_input_dynamics,1.0,abrupt_return_q0.5_vNone_orderNone,abrupt_return,0.5,,,11,0.0,10,3,True,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,20,60,60,0.5,0.5,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,120,60,60,0.5,0.5,60,0.5,1.0,c6aeecd051fb3c14d4c506ab88594cfb471517b9183087edf5f51588e9a84cae,c6aeecd051fb3c14d4c506ab88594cfb471517b9183087edf5f51588e9a84cae,0.0,,,,,,,,,,0,,True,
abrupt_return_q0.5_vNone_orderNone_seed41,stationary,41,post_input_dynamics,1.0,abrupt_return_q0.5_vNone_orderNone,abrupt_return,0.5,,,11,0.0,10,3,True,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,20,60,60,0.5,0.5,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,120,60,60,0.5,0.5,60,0.5,1.0,c6aeecd051fb3c14d4c506ab88594cfb471517b9183087edf5f51588e9a84cae,c6aeecd051fb3c14d4c506ab88594cfb471517b9183087edf5f51588e9a84cae,0.0,,,,,,,,,,0,,True,
abrupt_return_q0.5_vNone_orderNone_seed53,stationary,53,post_input_dynamics,1.0,abrupt_return_q0.5_vNone_orderNone,abrupt_return,0.5,,,11,0.0,10,3,True,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,20,60,60,0.5,0.5,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,120,60,60,0.5,0.5,60,0.5,1.0,c6aeecd051fb3c14d4c506ab88594cfb471517b9183087edf5f51588e9a84cae,c6aeecd051fb3c14d4c506ab88594cfb471517b9183087edf5f51588e9a84cae,0.0,,,,,,,,,,0,,True,
abrupt_return_q0.75_vNone_orderNone_seed7,stationary,7,post_input_dynamics,1.0,abrupt_return_q0.75_vNone_orderNone,abrupt_return,0.75,,,11,0.0,10,3,True,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,20,30,90,0.25,0.75,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,120,30,90,0.75,0.75,90,0.25,1.0,4c471d340efe60b6efbc5aa1eb15b0a16f41bb451994de5fff79b4e03785b801,4c471d340efe60b6efbc5aa1eb15b0a16f41bb451994de5fff79b4e03785b801,0.0,,,,,,,,,,0,,True,
abrupt_return_q0.75_vNone_orderNone_seed17,stationary,17,post_input_dynamics,1.0,abrupt_return_q0.75_vNone_orderNone,abrupt_return,0.75,,,11,0.0,10,3,True,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,20,30,90,0.25,0.75,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,120,30,90,0.75,0.75,90,0.25,1.0,4c471d340efe60b6efbc5aa1eb15b0a16f41bb451994de5fff79b4e03785b801,4c471d340efe60b6efbc5aa1eb15b0a16f41bb451994de5fff79b4e03785b801,0.0,,,,,,,,,,0,,True,
abrupt_return_q0.75_vNone_orderNone_seed29,stationary,29,post_input_dynamics,1.0,abrupt_return_q0.75_vNone_orderNone,abrupt_return,0.75,,,11,0.0,10,3,True,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,20,30,90,0.25,0.75,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,120,30,90,0.75,0.75,90,0.25,1.0,4c471d340efe60b6efbc5aa1eb15b0a16f41bb451994de5fff79b4e03785b801,4c471d340efe60b6efbc5aa1eb15b0a16f41bb451994de5fff79b4e03785b801,0.0,,,,,,,,,,0,,True,
abrupt_return_q0.75_vNone_orderNone_seed41,stationary,41,post_input_dynamics,1.0,abrupt_return_q0.75_vNone_orderNone,abrupt_return,0.75,,,11,0.0,10,3,True,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,20,30,90,0.25,0.75,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,120,30,90,0.75,0.75,90,0.25,1.0,4c471d340efe60b6efbc5aa1eb15b0a16f41bb451994de5fff79b4e03785b801,4c471d340efe60b6efbc5aa1eb15b0a16f41bb451994de5fff79b4e03785b801,0.0,,,,,,,,,,0,,True,
abrupt_return_q0.75_vNone_orderNone_seed53,stationary,53,post_input_dynamics,1.0,abrupt_return_q0.75_vNone_orderNone,abrupt_return,0.75,,,11,0.0,10,3,True,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,20,30,90,0.25,0.75,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,120,30,90,0.75,0.75,90,0.25,1.0,4c471d340efe60b6efbc5aa1eb15b0a16f41bb451994de5fff79b4e03785b801,4c471d340efe60b6efbc5aa1eb15b0a16f41bb451994de5fff79b4e03785b801,0.0,,,,,,,,,,0,,True,
abrupt_return_q0.9_vNone_orderNone_seed7,stationary,7,post_input_dynamics,1.0,abrupt_return_q0.9_vNone_orderNone,abrupt_return,0.9,,,11,0.0,10,3,True,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,12,12,108,0.1,0.9,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,120,12,108,0.9,0.9,108,0.1,1.0,69b65bc9a2904fbd27990096d8a4ddd1c6acbc15ce731bc0dcb64c0697b4e594,69b65bc9a2904fbd27990096d8a4ddd1c6acbc15ce731bc0dcb64c0697b4e594,0.0,,,,,,,,,,0,,True,
abrupt_return_q0.9_vNone_orderNone_seed17,stationary,17,post_input_dynamics,1.0,abrupt_return_q0.9_vNone_orderNone,abrupt_return,0.9,,,11,0.0,10,3,True,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,12,12,108,0.1,0.9,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,120,12,108,0.9,0.9,108,0.1,1.0,69b65bc9a2904fbd27990096d8a4ddd1c6acbc15ce731bc0dcb64c0697b4e594,69b65bc9a2904fbd27990096d8a4ddd1c6acbc15ce731bc0dcb64c0697b4e594,0.0,,,,,,,,,,0,,True,
abrupt_return_q0.9_vNone_orderNone_seed29,stationary,29,post_input_dynamics,1.0,abrupt_return_q0.9_vNone_orderNone,abrupt_return,0.9,,,11,0.0,10,3,True,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,12,12,108,0.1,0.9,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,120,12,108,0.9,0.9,108,0.1,1.0,69b65bc9a2904fbd27990096d8a4ddd1c6acbc15ce731bc0dcb64c0697b4e594,69b65bc9a2904fbd27990096d8a4ddd1c6acbc15ce731bc0dcb64c0697b4e594,0.0,,,,,,,,,,0,,True,
abrupt_return_q0.9_vNone_orderNone_seed41,stationary,41,post_input_dynamics,1.0,abrupt_return_q0.9_vNone_orderNone,abrupt_return,0.9,,,11,0.0,10,3,True,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,12,12,108,0.1,0.9,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,120,12,108,0.9,0.9,108,0.1,1.0,69b65bc9a2904fbd27990096d8a4ddd1c6acbc15ce731bc0dcb64c0697b4e594,69b65bc9a2904fbd27990096d8a4ddd1c6acbc15ce731bc0dcb64c0697b4e594,0.0,,,,,,,,,,0,,True,
abrupt_return_q0.9_vNone_orderNone_seed53,stationary,53,post_input_dynamics,1.0,abrupt_return_q0.9_vNone_orderNone,abrupt_return,0.9,,,11,0.0,10,3,True,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,12,12,108,0.1,0.9,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,120,12,108,0.9,0.9,108,0.1,1.0,69b65bc9a2904fbd27990096d8a4ddd1c6acbc15ce731bc0dcb64c0697b4e594,69b65bc9a2904fbd27990096d8a4ddd1c6acbc15ce731bc0dcb64c0697b4e594,0.0,,,,,,,,,,0,,True,
abrupt_return_q1.0_vNone_orderNone_seed7,stationary,7,post_input_dynamics,1.0,abrupt_return_q1.0_vNone_orderNone,abrupt_return,1.0,,,11,0.0,10,3,True,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,,0,0,120,0.0,1.0,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,120,0,120,1.0,1.0,120,0.0,0.0,0f11a5a7df991d1addcfc7927eff30d2a5e80cda589afd9a69040156940f1048,0f11a5a7df991d1addcfc7927eff30d2a5e80cda589afd9a69040156940f1048,0.0,,,,,,,,,,0,,True,
abrupt_return_q1.0_vNone_orderNone_seed17,stationary,17,post_input_dynamics,1.0,abrupt_return_q1.0_vNone_orderNone,abrupt_return,1.0,,,11,0.0,10,3,True,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,,0,0,120,0.0,1.0,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,120,0,120,1.0,1.0,120,0.0,0.0,0f11a5a7df991d1addcfc7927eff30d2a5e80cda589afd9a69040156940f1048,0f11a5a7df991d1addcfc7927eff30d2a5e80cda589afd9a69040156940f1048,0.0,,,,,,,,,,0,,True,
abrupt_return_q1.0_vNone_orderNone_seed29,stationary,29,post_input_dynamics,1.0,abrupt_return_q1.0_vNone_orderNone,abrupt_return,1.0,,,11,0.0,10,3,True,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,,0,0,120,0.0,1.0,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,120,0,120,1.0,1.0,120,0.0,0.0,0f11a5a7df991d1addcfc7927eff30d2a5e80cda589afd9a69040156940f1048,0f11a5a7df991d1addcfc7927eff30d2a5e80cda589afd9a69040156940f1048,0.0,,,,,,,,,,0,,True,
abrupt_return_q1.0_vNone_orderNone_seed41,stationary,41,post_input_dynamics,1.0,abrupt_return_q1.0_vNone_orderNone,abrupt_return,1.0,,,11,0.0,10,3,True,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,,0,0,120,0.0,1.0,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,120,0,120,1.0,1.0,120,0.0,0.0,0f11a5a7df991d1addcfc7927eff30d2a5e80cda589afd9a69040156940f1048,0f11a5a7df991d1addcfc7927eff30d2a5e80cda589afd9a69040156940f1048,0.0,,,,,,,,,,0,,True,
abrupt_return_q1.0_vNone_orderNone_seed53,stationary,53,post_input_dynamics,1.0,abrupt_return_q1.0_vNone_orderNone,abrupt_return,1.0,,,11,0.0,10,3,True,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,,0,0,120,0.0,1.0,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,120,0,120,1.0,1.0,120,0.0,0.0,0f11a5a7df991d1addcfc7927eff30d2a5e80cda589afd9a69040156940f1048,0f11a5a7df991d1addcfc7927eff30d2a5e80cda589afd9a69040156940f1048,0.0,,,,,,,,,,0,,True,
gradual_drift_q0_v0.01_orderNone_seed7,stationary,7,post_input_dynamics,1.0,gradual_drift_q0_v0.01_orderNone,gradual_drift,0,0.01,,11,0.0,10,3,True,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,20,120,0,1.0,0.0,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,120,120,0,0.0,0.0,0,1.0,1.0,9681d438cff3933cccb4de8dea65105b60c1bc168497d913beaa792c3280eff4,9681d438cff3933cccb4de8dea65105b60c1bc168497d913beaa792c3280eff4,0.0,,,,,,,,,1.0,10,False,True,
gradual_drift_q0_v0.01_orderNone_seed17,stationary,17,post_input_dynamics,1.0,gradual_drift_q0_v0.01_orderNone,gradual_drift,0,0.01,,11,0.0,10,3,True,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,20,120,0,1.0,0.0,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,120,120,0,0.0,0.0,0,1.0,1.0,9681d438cff3933cccb4de8dea65105b60c1bc168497d913beaa792c3280eff4,9681d438cff3933cccb4de8dea65105b60c1bc168497d913beaa792c3280eff4,0.0,,,,,,,,,1.0,10,False,True,
gradual_drift_q0_v0.01_orderNone_seed29,stationary,29,post_input_dynamics,1.0,gradual_drift_q0_v0.01_orderNone,gradual_drift,0,0.01,,11,0.0,10,3,True,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,20,120,0,1.0,0.0,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,120,120,0,0.0,0.0,0,1.0,1.0,9681d438cff3933cccb4de8dea65105b60c1bc168497d913beaa792c3280eff4,9681d438cff3933cccb4de8dea65105b60c1bc168497d913beaa792c3280eff4,0.0,,,,,,,,,1.0,10,False,True,
gradual_drift_q0_v0.01_orderNone_seed41,stationary,41,post_input_dynamics,1.0,gradual_drift_q0_v0.01_orderNone,gradual_drift,0,0.01,,11,0.0,10,3,True,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,20,120,0,1.0,0.0,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,120,120,0,0.0,0.0,0,1.0,1.0,9681d438cff3933cccb4de8dea65105b60c1bc168497d913beaa792c3280eff4,9681d438cff3933cccb4de8dea65105b60c1bc168497d913beaa792c3280eff4,0.0,,,,,,,,,1.0,10,False,True,
gradual_drift_q0_v0.01_orderNone_seed53,stationary,53,post_input_dynamics,1.0,gradual_drift_q0_v0.01_orderNone,gradual_drift,0,0.01,,11,0.0,10,3,True,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,20,120,0,1.0,0.0,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,120,120,0,0.0,0.0,0,1.0,1.0,9681d438cff3933cccb4de8dea65105b60c1bc168497d913beaa792c3280eff4,9681d438cff3933cccb4de8dea65105b60c1bc168497d913beaa792c3280eff4,0.0,,,,,,,,,1.0,10,False,True,
gradual_drift_q0.1_v0.01_orderNone_seed7,stationary,7,post_input_dynamics,1.0,gradual_drift_q0.1_v0.01_orderNone,gradual_drift,0.1,0.01,,11,0.0,10,3,True,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,18,108,12,0.9,0.1,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,120,108,12,0.1,0.058333333333333334,3,0.9375,0.0,0fa2624845b9b31aafb2e48ae5c00b71566c51115bc5790e39af403e11e1ed37,a481f89ad18e8f1527cf0ce5550fff1d3e243957f4d356472401f7c80037c9b9,0.0,,,,,,,,,1.0,9,False,True,
gradual_drift_q0.1_v0.01_orderNone_seed17,stationary,17,post_input_dynamics,1.0,gradual_drift_q0.1_v0.01_orderNone,gradual_drift,0.1,0.01,,11,0.0,10,3,True,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,18,108,12,0.9,0.1,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,120,108,12,0.1,0.058333333333333334,3,0.9375,0.0,0fa2624845b9b31aafb2e48ae5c00b71566c51115bc5790e39af403e11e1ed37,a481f89ad18e8f1527cf0ce5550fff1d3e243957f4d356472401f7c80037c9b9,0.0,,,,,,,,,1.0,9,False,True,
gradual_drift_q0.1_v0.01_orderNone_seed29,stationary,29,post_input_dynamics,1.0,gradual_drift_q0.1_v0.01_orderNone,gradual_drift,0.1,0.01,,11,0.0,10,3,True,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,18,108,12,0.9,0.1,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,120,108,12,0.1,0.058333333333333334,3,0.9375,0.0,0fa2624845b9b31aafb2e48ae5c00b71566c51115bc5790e39af403e11e1ed37,a481f89ad18e8f1527cf0ce5550fff1d3e243957f4d356472401f7c80037c9b9,0.0,,,,,,,,,1.0,9,False,True,
gradual_drift_q0.1_v0.01_orderNone_seed41,stationary,41,post_input_dynamics,1.0,gradual_drift_q0.1_v0.01_orderNone,gradual_drift,0.1,0.01,,11,0.0,10,3,True,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,18,108,12,0.9,0.1,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,120,108,12,0.1,0.058333333333333334,3,0.9375,0.0,0fa2624845b9b31aafb2e48ae5c00b71566c51115bc5790e39af403e11e1ed37,a481f89ad18e8f1527cf0ce5550fff1d3e243957f4d356472401f7c80037c9b9,0.0,,,,,,,,,1.0,9,False,True,
gradual_drift_q0.1_v0.01_orderNone_seed53,stationary,53,post_input_dynamics,1.0,gradual_drift_q0.1_v0.01_orderNone,gradual_drift,0.1,0.01,,11,0.0,10,3,True,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,18,108,12,0.9,0.1,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,120,108,12,0.1,0.058333333333333334,3,0.9375,0.0,0fa2624845b9b31aafb2e48ae5c00b71566c51115bc5790e39af403e11e1ed37,a481f89ad18e8f1527cf0ce5550fff1d3e243957f4d356472401f7c80037c9b9,0.0,,,,,,,,,1.0,9,False,True,
gradual_drift_q0.25_v0.01_orderNone_seed7,stationary,7,post_input_dynamics,1.0,gradual_drift_q0.25_v0.01_orderNone,gradual_drift,0.25,0.01,,11,0.0,10,3,True,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,15,91,29,0.7583333333333333,0.24166666666666667,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,120,90,30,0.25,0.15,6,0.85,0.0,8ed5e6d556e874fd855b5cd41574571d4fc91e7cadcfa7aad272f71b983edcd6,dc16e501f11c71ad7636acd006e0937731981328b983ead511858ae2742d326d,0.0,,,,,,,,,0.991111111111111,9,False,True,
gradual_drift_q0.25_v0.01_orderNone_seed17,stationary,17,post_input_dynamics,1.0,gradual_drift_q0.25_v0.01_orderNone,gradual_drift,0.25,0.01,,11,0.0,10,3,True,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,15,91,29,0.7583333333333333,0.24166666666666667,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,120,90,30,0.25,0.15,6,0.85,0.0,8ed5e6d556e874fd855b5cd41574571d4fc91e7cadcfa7aad272f71b983edcd6,dc16e501f11c71ad7636acd006e0937731981328b983ead511858ae2742d326d,0.0,,,,,,,,,0.991111111111111,9,False,True,
gradual_drift_q0.25_v0.01_orderNone_seed29,stationary,29,post_input_dynamics,1.0,gradual_drift_q0.25_v0.01_orderNone,gradual_drift,0.25,0.01,,11,0.0,10,3,True,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,15,91,29,0.7583333333333333,0.24166666666666667,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,120,90,30,0.25,0.15,6,0.85,0.0,8ed5e6d556e874fd855b5cd41574571d4fc91e7cadcfa7aad272f71b983edcd6,dc16e501f11c71ad7636acd006e0937731981328b983ead511858ae2742d326d,0.0,,,,,,,,,0.991111111111111,9,False,True,
gradual_drift_q0.25_v0.01_orderNone_seed41,stationary,41,post_input_dynamics,1.0,gradual_drift_q0.25_v0.01_orderNone,gradual_drift,0.25,0.01,,11,0.0,10,3,True,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,15,91,29,0.7583333333333333,0.24166666666666667,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,120,90,30,0.25,0.15,6,0.85,0.0,8ed5e6d556e874fd855b5cd41574571d4fc91e7cadcfa7aad272f71b983edcd6,dc16e501f11c71ad7636acd006e0937731981328b983ead511858ae2742d326d,0.0,,,,,,,,,0.991111111111111,9,False,True,
gradual_drift_q0.25_v0.01_orderNone_seed53,stationary,53,post_input_dynamics,1.0,gradual_drift_q0.25_v0.01_orderNone,gradual_drift,0.25,0.01,,11,0.0,10,3,True,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,15,91,29,0.7583333333333333,0.24166666666666667,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,120,90,30,0.25,0.15,6,0.85,0.0,8ed5e6d556e874fd855b5cd41574571d4fc91e7cadcfa7aad272f71b983edcd6,dc16e501f11c71ad7636acd006e0937731981328b983ead511858ae2742d326d,0.0,,,,,,,,,0.991111111111111,9,False,True,
gradual_drift_q0.5_v0.01_orderNone_seed7,stationary,7,post_input_dynamics,1.0,gradual_drift_q0.5_v0.01_orderNone,gradual_drift,0.5,0.01,,11,0.0,10,3,True,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,10,62,58,0.5166666666666667,0.48333333333333334,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,120,60,60,0.5,0.2916666666666667,11,0.7041666666666667,0.0,d9711750efbc03f18cf670497ca98102885809dcb5c56282172a939d63a1b661,cc7f87e57344cc04d5127278cdc66f64117c67be5b1d63af31168f038982e613,0.0,,,,,,,,,0.9828571428571429,7,True,True,
gradual_drift_q0.5_v0.01_orderNone_seed17,stationary,17,post_input_dynamics,1.0,gradual_drift_q0.5_v0.01_orderNone,gradual_drift,0.5,0.01,,11,0.0,10,3,True,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,10,62,58,0.5166666666666667,0.48333333333333334,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,120,60,60,0.5,0.2916666666666667,11,0.7041666666666667,0.0,d9711750efbc03f18cf670497ca98102885809dcb5c56282172a939d63a1b661,cc7f87e57344cc04d5127278cdc66f64117c67be5b1d63af31168f038982e613,0.0,,,,,,,,,0.9828571428571429,7,True,True,
gradual_drift_q0.5_v0.01_orderNone_seed29,stationary,29,post_input_dynamics,1.0,gradual_drift_q0.5_v0.01_orderNone,gradual_drift,0.5,0.01,,11,0.0,10,3,True,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,10,62,58,0.5166666666666667,0.48333333333333334,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,120,60,60,0.5,0.2916666666666667,11,0.7041666666666667,0.0,d9711750efbc03f18cf670497ca98102885809dcb5c56282172a939d63a1b661,cc7f87e57344cc04d5127278cdc66f64117c67be5b1d63af31168f038982e613,0.0,,,,,,,,,0.9828571428571429,7,True,True,
gradual_drift_q0.5_v0.01_orderNone_seed41,stationary,41,post_input_dynamics,1.0,gradual_drift_q0.5_v0.01_orderNone,gradual_drift,0.5,0.01,,11,0.0,10,3,True,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,10,62,58,0.5166666666666667,0.48333333333333334,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,120,60,60,0.5,0.2916666666666667,11,0.7041666666666667,0.0,d9711750efbc03f18cf670497ca98102885809dcb5c56282172a939d63a1b661,cc7f87e57344cc04d5127278cdc66f64117c67be5b1d63af31168f038982e613,0.0,,,,,,,,,0.9828571428571429,7,True,True,
gradual_drift_q0.5_v0.01_orderNone_seed53,stationary,53,post_input_dynamics,1.0,gradual_drift_q0.5_v0.01_orderNone,gradual_drift,0.5,0.01,,11,0.0,10,3,True,1.0,0.0,0.0,0.0,0.0,-1.0,1.0,1.0,10,62,58,0.5166666666666667,0.48333333333333334,1,1,1,0,1,1,1,0,False,0,,,,,True,1,120,120,A_genuine_revision_candidate,not_available,not_available,120,60,60,0.5,0.2916666666666667,11,0.7041666666666667,0.0,d9711750efbc03f18cf670497ca98102885809dcb5c56282172a939d63a1b661,cc7f87e57344cc04d5127278cdc66f64117c67be5b1d63af31168f038982e613,0.0,,,,,,,,,0.9828571428571429,7,True,True,
