run_id,family,q_nominal,drift_v,q_actual,classification,D_min,D_final,relapse_start_step,relapse_confirmation_step,time_to_relapse,recapture_latency,recapture_slope_net,recapture_slope_active,corrective_before_failure,contradictory_before_failure,corrective_accepted_before_failure,contradictory_accepted_before_failure
gradual_drift_q0.75_v0.01_orderNone_seed7,gradual_drift,0.75,0.01,0.75,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.75_v0.01_orderNone_seed17,gradual_drift,0.75,0.01,0.75,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.75_v0.01_orderNone_seed29,gradual_drift,0.75,0.01,0.75,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.75_v0.01_orderNone_seed41,gradual_drift,0.75,0.01,0.75,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.75_v0.01_orderNone_seed53,gradual_drift,0.75,0.01,0.75,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.9_v0.01_orderNone_seed7,gradual_drift,0.9,0.01,0.9,E_relapse,0.0,1.0,95,99,95,95,0.01,0.011176470588235295,10,85,1,85
gradual_drift_q0.9_v0.01_orderNone_seed17,gradual_drift,0.9,0.01,0.9,E_relapse,0.0,1.0,95,99,95,95,0.01,0.011176470588235295,10,85,1,85
gradual_drift_q0.9_v0.01_orderNone_seed29,gradual_drift,0.9,0.01,0.9,E_relapse,0.0,1.0,95,99,95,95,0.01,0.011176470588235295,10,85,1,85
gradual_drift_q0.9_v0.01_orderNone_seed41,gradual_drift,0.9,0.01,0.9,E_relapse,0.0,1.0,95,99,95,95,0.01,0.011176470588235295,10,85,1,85
gradual_drift_q0.9_v0.01_orderNone_seed53,gradual_drift,0.9,0.01,0.9,E_relapse,0.0,1.0,95,99,95,95,0.01,0.011176470588235295,10,85,1,85
gradual_drift_q1.0_v0.01_orderNone_seed7,gradual_drift,1.0,0.01,1.0,E_relapse,0.0,1.0,95,99,95,95,0.01,0.01,0,95,0,95
gradual_drift_q1.0_v0.01_orderNone_seed17,gradual_drift,1.0,0.01,1.0,E_relapse,0.0,1.0,95,99,95,95,0.01,0.01,0,95,0,95
gradual_drift_q1.0_v0.01_orderNone_seed29,gradual_drift,1.0,0.01,1.0,E_relapse,0.0,1.0,95,99,95,95,0.01,0.01,0,95,0,95
gradual_drift_q1.0_v0.01_orderNone_seed41,gradual_drift,1.0,0.01,1.0,E_relapse,0.0,1.0,95,99,95,95,0.01,0.01,0,95,0,95
gradual_drift_q1.0_v0.01_orderNone_seed53,gradual_drift,1.0,0.01,1.0,E_relapse,0.0,1.0,95,99,95,95,0.01,0.01,0,95,0,95
gradual_drift_q0_v0.025_orderNone_seed7,gradual_drift,0,0.025,0.0,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0_v0.025_orderNone_seed17,gradual_drift,0,0.025,0.0,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0_v0.025_orderNone_seed29,gradual_drift,0,0.025,0.0,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0_v0.025_orderNone_seed41,gradual_drift,0,0.025,0.0,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0_v0.025_orderNone_seed53,gradual_drift,0,0.025,0.0,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.1_v0.025_orderNone_seed7,gradual_drift,0.1,0.025,0.1,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.1_v0.025_orderNone_seed17,gradual_drift,0.1,0.025,0.1,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.1_v0.025_orderNone_seed29,gradual_drift,0.1,0.025,0.1,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.1_v0.025_orderNone_seed41,gradual_drift,0.1,0.025,0.1,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.1_v0.025_orderNone_seed53,gradual_drift,0.1,0.025,0.1,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.25_v0.025_orderNone_seed7,gradual_drift,0.25,0.025,0.25,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.25_v0.025_orderNone_seed17,gradual_drift,0.25,0.025,0.25,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.25_v0.025_orderNone_seed29,gradual_drift,0.25,0.025,0.25,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.25_v0.025_orderNone_seed41,gradual_drift,0.25,0.025,0.25,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.25_v0.025_orderNone_seed53,gradual_drift,0.25,0.025,0.25,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.5_v0.025_orderNone_seed7,gradual_drift,0.5,0.025,0.5,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.5_v0.025_orderNone_seed17,gradual_drift,0.5,0.025,0.5,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.5_v0.025_orderNone_seed29,gradual_drift,0.5,0.025,0.5,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.5_v0.025_orderNone_seed41,gradual_drift,0.5,0.025,0.5,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.5_v0.025_orderNone_seed53,gradual_drift,0.5,0.025,0.5,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.75_v0.025_orderNone_seed7,gradual_drift,0.75,0.025,0.75,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.75_v0.025_orderNone_seed17,gradual_drift,0.75,0.025,0.75,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.75_v0.025_orderNone_seed29,gradual_drift,0.75,0.025,0.75,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.75_v0.025_orderNone_seed41,gradual_drift,0.75,0.025,0.75,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.75_v0.025_orderNone_seed53,gradual_drift,0.75,0.025,0.75,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.9_v0.025_orderNone_seed7,gradual_drift,0.9,0.025,0.9,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.9_v0.025_orderNone_seed17,gradual_drift,0.9,0.025,0.9,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.9_v0.025_orderNone_seed29,gradual_drift,0.9,0.025,0.9,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.9_v0.025_orderNone_seed41,gradual_drift,0.9,0.025,0.9,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.9_v0.025_orderNone_seed53,gradual_drift,0.9,0.025,0.9,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q1.0_v0.025_orderNone_seed7,gradual_drift,1.0,0.025,1.0,E_relapse,0.0,1.0,38,42,38,38,0.025,0.025,0,38,0,38
gradual_drift_q1.0_v0.025_orderNone_seed17,gradual_drift,1.0,0.025,1.0,E_relapse,0.0,1.0,38,42,38,38,0.025,0.025,0,38,0,38
gradual_drift_q1.0_v0.025_orderNone_seed29,gradual_drift,1.0,0.025,1.0,E_relapse,0.0,1.0,38,42,38,38,0.025,0.025,0,38,0,38
gradual_drift_q1.0_v0.025_orderNone_seed41,gradual_drift,1.0,0.025,1.0,E_relapse,0.0,1.0,38,42,38,38,0.025,0.025,0,38,0,38
gradual_drift_q1.0_v0.025_orderNone_seed53,gradual_drift,1.0,0.025,1.0,E_relapse,0.0,1.0,38,42,38,38,0.025,0.025,0,38,0,38
gradual_drift_q0_v0.04_orderNone_seed7,gradual_drift,0,0.04,0.0,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0_v0.04_orderNone_seed17,gradual_drift,0,0.04,0.0,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0_v0.04_orderNone_seed29,gradual_drift,0,0.04,0.0,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0_v0.04_orderNone_seed41,gradual_drift,0,0.04,0.0,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0_v0.04_orderNone_seed53,gradual_drift,0,0.04,0.0,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.1_v0.04_orderNone_seed7,gradual_drift,0.1,0.04,0.1,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.1_v0.04_orderNone_seed17,gradual_drift,0.1,0.04,0.1,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.1_v0.04_orderNone_seed29,gradual_drift,0.1,0.04,0.1,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.1_v0.04_orderNone_seed41,gradual_drift,0.1,0.04,0.1,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.1_v0.04_orderNone_seed53,gradual_drift,0.1,0.04,0.1,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.25_v0.04_orderNone_seed7,gradual_drift,0.25,0.04,0.25,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.25_v0.04_orderNone_seed17,gradual_drift,0.25,0.04,0.25,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.25_v0.04_orderNone_seed29,gradual_drift,0.25,0.04,0.25,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.25_v0.04_orderNone_seed41,gradual_drift,0.25,0.04,0.25,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.25_v0.04_orderNone_seed53,gradual_drift,0.25,0.04,0.25,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.5_v0.04_orderNone_seed7,gradual_drift,0.5,0.04,0.5,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.5_v0.04_orderNone_seed17,gradual_drift,0.5,0.04,0.5,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.5_v0.04_orderNone_seed29,gradual_drift,0.5,0.04,0.5,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.5_v0.04_orderNone_seed41,gradual_drift,0.5,0.04,0.5,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.5_v0.04_orderNone_seed53,gradual_drift,0.5,0.04,0.5,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.75_v0.04_orderNone_seed7,gradual_drift,0.75,0.04,0.75,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.75_v0.04_orderNone_seed17,gradual_drift,0.75,0.04,0.75,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.75_v0.04_orderNone_seed29,gradual_drift,0.75,0.04,0.75,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.75_v0.04_orderNone_seed41,gradual_drift,0.75,0.04,0.75,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.75_v0.04_orderNone_seed53,gradual_drift,0.75,0.04,0.75,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.9_v0.04_orderNone_seed7,gradual_drift,0.9,0.04,0.9,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.9_v0.04_orderNone_seed17,gradual_drift,0.9,0.04,0.9,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.9_v0.04_orderNone_seed29,gradual_drift,0.9,0.04,0.9,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.9_v0.04_orderNone_seed41,gradual_drift,0.9,0.04,0.9,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.9_v0.04_orderNone_seed53,gradual_drift,0.9,0.04,0.9,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q1.0_v0.04_orderNone_seed7,gradual_drift,1.0,0.04,1.0,E_relapse,0.0,1.0,24,28,24,24,0.04,0.04,0,24,0,24
gradual_drift_q1.0_v0.04_orderNone_seed17,gradual_drift,1.0,0.04,1.0,E_relapse,0.0,1.0,24,28,24,24,0.04,0.04,0,24,0,24
gradual_drift_q1.0_v0.04_orderNone_seed29,gradual_drift,1.0,0.04,1.0,E_relapse,0.0,1.0,24,28,24,24,0.04,0.04,0,24,0,24
gradual_drift_q1.0_v0.04_orderNone_seed41,gradual_drift,1.0,0.04,1.0,E_relapse,0.0,1.0,24,28,24,24,0.04,0.04,0,24,0,24
gradual_drift_q1.0_v0.04_orderNone_seed53,gradual_drift,1.0,0.04,1.0,E_relapse,0.0,1.0,24,28,24,24,0.04,0.04,0,24,0,24
gradual_drift_q0_v0.049_orderNone_seed7,gradual_drift,0,0.049,0.0,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0_v0.049_orderNone_seed17,gradual_drift,0,0.049,0.0,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0_v0.049_orderNone_seed29,gradual_drift,0,0.049,0.0,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0_v0.049_orderNone_seed41,gradual_drift,0,0.049,0.0,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0_v0.049_orderNone_seed53,gradual_drift,0,0.049,0.0,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.1_v0.049_orderNone_seed7,gradual_drift,0.1,0.049,0.1,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.1_v0.049_orderNone_seed17,gradual_drift,0.1,0.049,0.1,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.1_v0.049_orderNone_seed29,gradual_drift,0.1,0.049,0.1,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.1_v0.049_orderNone_seed41,gradual_drift,0.1,0.049,0.1,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.1_v0.049_orderNone_seed53,gradual_drift,0.1,0.049,0.1,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.25_v0.049_orderNone_seed7,gradual_drift,0.25,0.049,0.25,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.25_v0.049_orderNone_seed17,gradual_drift,0.25,0.049,0.25,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.25_v0.049_orderNone_seed29,gradual_drift,0.25,0.049,0.25,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.25_v0.049_orderNone_seed41,gradual_drift,0.25,0.049,0.25,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.25_v0.049_orderNone_seed53,gradual_drift,0.25,0.049,0.25,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.5_v0.049_orderNone_seed7,gradual_drift,0.5,0.049,0.5,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.5_v0.049_orderNone_seed17,gradual_drift,0.5,0.049,0.5,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.5_v0.049_orderNone_seed29,gradual_drift,0.5,0.049,0.5,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.5_v0.049_orderNone_seed41,gradual_drift,0.5,0.049,0.5,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
