run_id,family,q_nominal,drift_v,q_actual,classification,D_min,D_final,relapse_start_step,relapse_confirmation_step,time_to_relapse,recapture_latency,recapture_slope_net,recapture_slope_active,corrective_before_failure,contradictory_before_failure,corrective_accepted_before_failure,contradictory_accepted_before_failure
gradual_drift_q0.5_v0.049_orderNone_seed53,gradual_drift,0.5,0.049,0.5,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.75_v0.049_orderNone_seed7,gradual_drift,0.75,0.049,0.75,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.75_v0.049_orderNone_seed17,gradual_drift,0.75,0.049,0.75,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.75_v0.049_orderNone_seed29,gradual_drift,0.75,0.049,0.75,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.75_v0.049_orderNone_seed41,gradual_drift,0.75,0.049,0.75,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.75_v0.049_orderNone_seed53,gradual_drift,0.75,0.049,0.75,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.9_v0.049_orderNone_seed7,gradual_drift,0.9,0.049,0.9,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.9_v0.049_orderNone_seed17,gradual_drift,0.9,0.049,0.9,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.9_v0.049_orderNone_seed29,gradual_drift,0.9,0.049,0.9,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.9_v0.049_orderNone_seed41,gradual_drift,0.9,0.049,0.9,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.9_v0.049_orderNone_seed53,gradual_drift,0.9,0.049,0.9,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q1.0_v0.049_orderNone_seed7,gradual_drift,1.0,0.049,1.0,E_relapse,0.0,1.0,20,24,20,20,0.049,0.049,0,20,0,20
gradual_drift_q1.0_v0.049_orderNone_seed17,gradual_drift,1.0,0.049,1.0,E_relapse,0.0,1.0,20,24,20,20,0.049,0.049,0,20,0,20
gradual_drift_q1.0_v0.049_orderNone_seed29,gradual_drift,1.0,0.049,1.0,E_relapse,0.0,1.0,20,24,20,20,0.049,0.049,0,20,0,20
gradual_drift_q1.0_v0.049_orderNone_seed41,gradual_drift,1.0,0.049,1.0,E_relapse,0.0,1.0,20,24,20,20,0.049,0.049,0,20,0,20
gradual_drift_q1.0_v0.049_orderNone_seed53,gradual_drift,1.0,0.049,1.0,E_relapse,0.0,1.0,20,24,20,20,0.049,0.049,0,20,0,20
gradual_drift_q0_v0.051_orderNone_seed7,gradual_drift,0,0.051,0.0,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0_v0.051_orderNone_seed17,gradual_drift,0,0.051,0.0,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0_v0.051_orderNone_seed29,gradual_drift,0,0.051,0.0,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0_v0.051_orderNone_seed41,gradual_drift,0,0.051,0.0,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0_v0.051_orderNone_seed53,gradual_drift,0,0.051,0.0,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.1_v0.051_orderNone_seed7,gradual_drift,0.1,0.051,0.1,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.1_v0.051_orderNone_seed17,gradual_drift,0.1,0.051,0.1,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.1_v0.051_orderNone_seed29,gradual_drift,0.1,0.051,0.1,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.1_v0.051_orderNone_seed41,gradual_drift,0.1,0.051,0.1,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.1_v0.051_orderNone_seed53,gradual_drift,0.1,0.051,0.1,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.25_v0.051_orderNone_seed7,gradual_drift,0.25,0.051,0.25,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.25_v0.051_orderNone_seed17,gradual_drift,0.25,0.051,0.25,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.25_v0.051_orderNone_seed29,gradual_drift,0.25,0.051,0.25,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.25_v0.051_orderNone_seed41,gradual_drift,0.25,0.051,0.25,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.25_v0.051_orderNone_seed53,gradual_drift,0.25,0.051,0.25,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.5_v0.051_orderNone_seed7,gradual_drift,0.5,0.051,0.5,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.5_v0.051_orderNone_seed17,gradual_drift,0.5,0.051,0.5,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.5_v0.051_orderNone_seed29,gradual_drift,0.5,0.051,0.5,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.5_v0.051_orderNone_seed41,gradual_drift,0.5,0.051,0.5,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.5_v0.051_orderNone_seed53,gradual_drift,0.5,0.051,0.5,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.75_v0.051_orderNone_seed7,gradual_drift,0.75,0.051,0.75,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.75_v0.051_orderNone_seed17,gradual_drift,0.75,0.051,0.75,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.75_v0.051_orderNone_seed29,gradual_drift,0.75,0.051,0.75,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.75_v0.051_orderNone_seed41,gradual_drift,0.75,0.051,0.75,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.75_v0.051_orderNone_seed53,gradual_drift,0.75,0.051,0.75,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.9_v0.051_orderNone_seed7,gradual_drift,0.9,0.051,0.9,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.9_v0.051_orderNone_seed17,gradual_drift,0.9,0.051,0.9,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.9_v0.051_orderNone_seed29,gradual_drift,0.9,0.051,0.9,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.9_v0.051_orderNone_seed41,gradual_drift,0.9,0.051,0.9,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.9_v0.051_orderNone_seed53,gradual_drift,0.9,0.051,0.9,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q1.0_v0.051_orderNone_seed7,gradual_drift,1.0,0.051,1.0,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q1.0_v0.051_orderNone_seed17,gradual_drift,1.0,0.051,1.0,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q1.0_v0.051_orderNone_seed29,gradual_drift,1.0,0.051,1.0,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q1.0_v0.051_orderNone_seed41,gradual_drift,1.0,0.051,1.0,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q1.0_v0.051_orderNone_seed53,gradual_drift,1.0,0.051,1.0,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0_v1.0_orderNone_seed7,gradual_drift,0,1.0,0.0,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0_v1.0_orderNone_seed17,gradual_drift,0,1.0,0.0,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0_v1.0_orderNone_seed29,gradual_drift,0,1.0,0.0,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0_v1.0_orderNone_seed41,gradual_drift,0,1.0,0.0,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0_v1.0_orderNone_seed53,gradual_drift,0,1.0,0.0,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.1_v1.0_orderNone_seed7,gradual_drift,0.1,1.0,0.1,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.1_v1.0_orderNone_seed17,gradual_drift,0.1,1.0,0.1,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.1_v1.0_orderNone_seed29,gradual_drift,0.1,1.0,0.1,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.1_v1.0_orderNone_seed41,gradual_drift,0.1,1.0,0.1,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.1_v1.0_orderNone_seed53,gradual_drift,0.1,1.0,0.1,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.25_v1.0_orderNone_seed7,gradual_drift,0.25,1.0,0.25,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.25_v1.0_orderNone_seed17,gradual_drift,0.25,1.0,0.25,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.25_v1.0_orderNone_seed29,gradual_drift,0.25,1.0,0.25,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.25_v1.0_orderNone_seed41,gradual_drift,0.25,1.0,0.25,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.25_v1.0_orderNone_seed53,gradual_drift,0.25,1.0,0.25,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.5_v1.0_orderNone_seed7,gradual_drift,0.5,1.0,0.5,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.5_v1.0_orderNone_seed17,gradual_drift,0.5,1.0,0.5,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.5_v1.0_orderNone_seed29,gradual_drift,0.5,1.0,0.5,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.5_v1.0_orderNone_seed41,gradual_drift,0.5,1.0,0.5,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.5_v1.0_orderNone_seed53,gradual_drift,0.5,1.0,0.5,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.75_v1.0_orderNone_seed7,gradual_drift,0.75,1.0,0.75,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.75_v1.0_orderNone_seed17,gradual_drift,0.75,1.0,0.75,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.75_v1.0_orderNone_seed29,gradual_drift,0.75,1.0,0.75,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.75_v1.0_orderNone_seed41,gradual_drift,0.75,1.0,0.75,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.75_v1.0_orderNone_seed53,gradual_drift,0.75,1.0,0.75,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.9_v1.0_orderNone_seed7,gradual_drift,0.9,1.0,0.9,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.9_v1.0_orderNone_seed17,gradual_drift,0.9,1.0,0.9,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.9_v1.0_orderNone_seed29,gradual_drift,0.9,1.0,0.9,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.9_v1.0_orderNone_seed41,gradual_drift,0.9,1.0,0.9,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q0.9_v1.0_orderNone_seed53,gradual_drift,0.9,1.0,0.9,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q1.0_v1.0_orderNone_seed7,gradual_drift,1.0,1.0,1.0,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q1.0_v1.0_orderNone_seed17,gradual_drift,1.0,1.0,1.0,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q1.0_v1.0_orderNone_seed29,gradual_drift,1.0,1.0,1.0,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q1.0_v1.0_orderNone_seed41,gradual_drift,1.0,1.0,1.0,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
gradual_drift_q1.0_v1.0_orderNone_seed53,gradual_drift,1.0,1.0,1.0,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
alternating_q0_vNone_orderNone_seed7,alternating,0,,0.0,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
alternating_q0_vNone_orderNone_seed17,alternating,0,,0.0,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
alternating_q0_vNone_orderNone_seed29,alternating,0,,0.0,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
alternating_q0_vNone_orderNone_seed41,alternating,0,,0.0,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
alternating_q0_vNone_orderNone_seed53,alternating,0,,0.0,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
alternating_q0.1_vNone_orderNone_seed7,alternating,0.1,,0.1,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
alternating_q0.1_vNone_orderNone_seed17,alternating,0.1,,0.1,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
alternating_q0.1_vNone_orderNone_seed29,alternating,0.1,,0.1,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
alternating_q0.1_vNone_orderNone_seed41,alternating,0.1,,0.1,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
alternating_q0.1_vNone_orderNone_seed53,alternating,0.1,,0.1,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
alternating_q0.25_vNone_orderNone_seed7,alternating,0.25,,0.25,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
alternating_q0.25_vNone_orderNone_seed17,alternating,0.25,,0.25,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
alternating_q0.25_vNone_orderNone_seed29,alternating,0.25,,0.25,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
alternating_q0.25_vNone_orderNone_seed41,alternating,0.25,,0.25,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
alternating_q0.25_vNone_orderNone_seed53,alternating,0.25,,0.25,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
alternating_q0.5_vNone_orderNone_seed7,alternating,0.5,,0.5,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
alternating_q0.5_vNone_orderNone_seed17,alternating,0.5,,0.5,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
alternating_q0.5_vNone_orderNone_seed29,alternating,0.5,,0.5,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
alternating_q0.5_vNone_orderNone_seed41,alternating,0.5,,0.5,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
alternating_q0.5_vNone_orderNone_seed53,alternating,0.5,,0.5,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
alternating_q0.75_vNone_orderNone_seed7,alternating,0.75,,0.75,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
alternating_q0.75_vNone_orderNone_seed17,alternating,0.75,,0.75,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
alternating_q0.75_vNone_orderNone_seed29,alternating,0.75,,0.75,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
alternating_q0.75_vNone_orderNone_seed41,alternating,0.75,,0.75,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
alternating_q0.75_vNone_orderNone_seed53,alternating,0.75,,0.75,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
alternating_q0.9_vNone_orderNone_seed7,alternating,0.9,,0.9,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
alternating_q0.9_vNone_orderNone_seed17,alternating,0.9,,0.9,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
alternating_q0.9_vNone_orderNone_seed29,alternating,0.9,,0.9,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
alternating_q0.9_vNone_orderNone_seed41,alternating,0.9,,0.9,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
alternating_q0.9_vNone_orderNone_seed53,alternating,0.9,,0.9,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
alternating_q1.0_vNone_orderNone_seed7,alternating,1.0,,1.0,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
alternating_q1.0_vNone_orderNone_seed17,alternating,1.0,,1.0,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
alternating_q1.0_vNone_orderNone_seed29,alternating,1.0,,1.0,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
alternating_q1.0_vNone_orderNone_seed41,alternating,1.0,,1.0,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
alternating_q1.0_vNone_orderNone_seed53,alternating,1.0,,1.0,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
sparse_corrective_q0.75_vNone_orderNone_seed7,sparse_corrective,0.75,,0.75,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
sparse_corrective_q0.75_vNone_orderNone_seed17,sparse_corrective,0.75,,0.75,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
sparse_corrective_q0.75_vNone_orderNone_seed29,sparse_corrective,0.75,,0.75,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
sparse_corrective_q0.75_vNone_orderNone_seed41,sparse_corrective,0.75,,0.75,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
sparse_corrective_q0.75_vNone_orderNone_seed53,sparse_corrective,0.75,,0.75,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
sparse_corrective_q0.9_vNone_orderNone_seed7,sparse_corrective,0.9,,0.9,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
sparse_corrective_q0.9_vNone_orderNone_seed17,sparse_corrective,0.9,,0.9,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
sparse_corrective_q0.9_vNone_orderNone_seed29,sparse_corrective,0.9,,0.9,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
sparse_corrective_q0.9_vNone_orderNone_seed41,sparse_corrective,0.9,,0.9,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
sparse_corrective_q0.9_vNone_orderNone_seed53,sparse_corrective,0.9,,0.9,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
sparse_corrective_q1.0_vNone_orderNone_seed7,sparse_corrective,1.0,,1.0,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
sparse_corrective_q1.0_vNone_orderNone_seed17,sparse_corrective,1.0,,1.0,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
sparse_corrective_q1.0_vNone_orderNone_seed29,sparse_corrective,1.0,,1.0,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
sparse_corrective_q1.0_vNone_orderNone_seed41,sparse_corrective,1.0,,1.0,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
sparse_corrective_q1.0_vNone_orderNone_seed53,sparse_corrective,1.0,,1.0,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
endpoint_order_q0.5_vNone_orderR_first_seed7,endpoint_order,0.5,,0.5,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
endpoint_order_q0.5_vNone_orderR_first_seed17,endpoint_order,0.5,,0.5,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
endpoint_order_q0.5_vNone_orderR_first_seed29,endpoint_order,0.5,,0.5,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
endpoint_order_q0.5_vNone_orderR_first_seed41,endpoint_order,0.5,,0.5,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
endpoint_order_q0.5_vNone_orderR_first_seed53,endpoint_order,0.5,,0.5,A_genuine_revision_candidate,0.0,0.0,,,,,,,,,,
bridge_order_q1.0_v0.025_orderascending_seed7,bridge_order,1.0,0.025,1.0,A_genuine_revision_candidate,0.0,0.025000000000000022,,,,,,,,,,
bridge_order_q1.0_v0.025_orderascending_seed17,bridge_order,1.0,0.025,1.0,A_genuine_revision_candidate,0.0,0.025000000000000022,,,,,,,,,,
bridge_order_q1.0_v0.025_orderascending_seed29,bridge_order,1.0,0.025,1.0,A_genuine_revision_candidate,0.0,0.025000000000000022,,,,,,,,,,
bridge_order_q1.0_v0.025_orderascending_seed41,bridge_order,1.0,0.025,1.0,A_genuine_revision_candidate,0.0,0.025000000000000022,,,,,,,,,,
bridge_order_q1.0_v0.025_orderascending_seed53,bridge_order,1.0,0.025,1.0,A_genuine_revision_candidate,0.0,0.025000000000000022,,,,,,,,,,
bridge_order_q1.0_v0.025_ordershuffled_seed7,bridge_order,1.0,0.025,1.0,A_genuine_revision_candidate,0.0,0.025000000000000022,,,,,,,,,,
bridge_order_q1.0_v0.025_ordershuffled_seed17,bridge_order,1.0,0.025,1.0,A_genuine_revision_candidate,0.0,0.09999999999999998,,,,,,,,,,
bridge_order_q1.0_v0.025_ordershuffled_seed29,bridge_order,1.0,0.025,1.0,A_genuine_revision_candidate,0.0,0.025000000000000022,,,,,,,,,,
bridge_order_q1.0_v0.025_ordershuffled_seed41,bridge_order,1.0,0.025,1.0,A_genuine_revision_candidate,0.0,0.025000000000000022,,,,,,,,,,
bridge_order_q1.0_v0.025_ordershuffled_seed53,bridge_order,1.0,0.025,1.0,A_genuine_revision_candidate,0.0,0.09999999999999998,,,,,,,,,,
