graph_id,source,target,source_value,target_value,rounded_gap,tol
uniform_n80_tol0.049,49,51,0.6125,0.6375,0.02499999999999991,0.049
uniform_n80_tol0.049,49,52,0.6125,0.65,0.03749999999999998,0.049
uniform_n80_tol0.049,50,51,0.625,0.6375,0.012499999999999956,0.049
uniform_n80_tol0.049,50,52,0.625,0.65,0.025000000000000022,0.049
uniform_n80_tol0.049,50,53,0.625,0.6625,0.03749999999999998,0.049
uniform_n80_tol0.049,51,52,0.6375,0.65,0.012500000000000067,0.049
uniform_n80_tol0.049,51,53,0.6375,0.6625,0.025000000000000022,0.049
uniform_n80_tol0.049,51,54,0.6375,0.675,0.03750000000000009,0.049
uniform_n80_tol0.049,52,53,0.65,0.6625,0.012499999999999956,0.049
uniform_n80_tol0.049,52,54,0.65,0.675,0.025000000000000022,0.049
uniform_n80_tol0.049,52,55,0.65,0.6875,0.03749999999999998,0.049
uniform_n80_tol0.049,53,54,0.6625,0.675,0.012500000000000067,0.049
uniform_n80_tol0.049,53,55,0.6625,0.6875,0.025000000000000022,0.049
uniform_n80_tol0.049,53,56,0.6625,0.7,0.03749999999999998,0.049
uniform_n80_tol0.049,54,55,0.675,0.6875,0.012499999999999956,0.049
uniform_n80_tol0.049,54,56,0.675,0.7,0.02499999999999991,0.049
uniform_n80_tol0.049,54,57,0.675,0.7125,0.03749999999999998,0.049
uniform_n80_tol0.049,55,56,0.6875,0.7,0.012499999999999956,0.049
uniform_n80_tol0.049,55,57,0.6875,0.7125,0.025000000000000022,0.049
uniform_n80_tol0.049,55,58,0.6875,0.725,0.03749999999999998,0.049
uniform_n80_tol0.049,56,57,0.7,0.7125,0.012500000000000067,0.049
uniform_n80_tol0.049,56,58,0.7,0.725,0.025000000000000022,0.049
uniform_n80_tol0.049,56,59,0.7,0.7375,0.03750000000000009,0.049
uniform_n80_tol0.049,57,58,0.7125,0.725,0.012499999999999956,0.049
uniform_n80_tol0.049,57,59,0.7125,0.7375,0.025000000000000022,0.049
uniform_n80_tol0.049,57,60,0.7125,0.75,0.03749999999999998,0.049
uniform_n80_tol0.049,58,59,0.725,0.7375,0.012500000000000067,0.049
uniform_n80_tol0.049,58,60,0.725,0.75,0.025000000000000022,0.049
uniform_n80_tol0.049,58,61,0.725,0.7625,0.03749999999999998,0.049
uniform_n80_tol0.049,59,60,0.7375,0.75,0.012499999999999956,0.049
uniform_n80_tol0.049,59,61,0.7375,0.7625,0.02499999999999991,0.049
uniform_n80_tol0.049,59,62,0.7375,0.775,0.03749999999999998,0.049
uniform_n80_tol0.049,60,61,0.75,0.7625,0.012499999999999956,0.049
uniform_n80_tol0.049,60,62,0.75,0.775,0.025000000000000022,0.049
uniform_n80_tol0.049,60,63,0.75,0.7875,0.03749999999999998,0.049
uniform_n80_tol0.049,61,62,0.7625,0.775,0.012500000000000067,0.049
uniform_n80_tol0.049,61,63,0.7625,0.7875,0.025000000000000022,0.049
uniform_n80_tol0.049,61,64,0.7625,0.8,0.03750000000000009,0.049
uniform_n80_tol0.049,62,63,0.775,0.7875,0.012499999999999956,0.049
uniform_n80_tol0.049,62,64,0.775,0.8,0.025000000000000022,0.049
uniform_n80_tol0.049,62,65,0.775,0.8125,0.03749999999999998,0.049
uniform_n80_tol0.049,63,64,0.7875,0.8,0.012500000000000067,0.049
uniform_n80_tol0.049,63,65,0.7875,0.8125,0.025000000000000022,0.049
uniform_n80_tol0.049,63,66,0.7875,0.825,0.03749999999999998,0.049
uniform_n80_tol0.049,64,65,0.8,0.8125,0.012499999999999956,0.049
uniform_n80_tol0.049,64,66,0.8,0.825,0.02499999999999991,0.049
uniform_n80_tol0.049,64,67,0.8,0.8375,0.03749999999999998,0.049
uniform_n80_tol0.049,65,66,0.8125,0.825,0.012499999999999956,0.049
uniform_n80_tol0.049,65,67,0.8125,0.8375,0.025000000000000022,0.049
uniform_n80_tol0.049,65,68,0.8125,0.85,0.03749999999999998,0.049
uniform_n80_tol0.049,66,67,0.825,0.8375,0.012500000000000067,0.049
uniform_n80_tol0.049,66,68,0.825,0.85,0.025000000000000022,0.049
uniform_n80_tol0.049,66,69,0.825,0.8625,0.03750000000000009,0.049
uniform_n80_tol0.049,67,68,0.8375,0.85,0.012499999999999956,0.049
uniform_n80_tol0.049,67,69,0.8375,0.8625,0.025000000000000022,0.049
uniform_n80_tol0.049,67,70,0.8375,0.875,0.03749999999999998,0.049
uniform_n80_tol0.049,68,69,0.85,0.8625,0.012500000000000067,0.049
uniform_n80_tol0.049,68,70,0.85,0.875,0.025000000000000022,0.049
uniform_n80_tol0.049,68,71,0.85,0.8875,0.03749999999999998,0.049
uniform_n80_tol0.049,69,70,0.8625,0.875,0.012499999999999956,0.049
uniform_n80_tol0.049,69,71,0.8625,0.8875,0.02499999999999991,0.049
uniform_n80_tol0.049,69,72,0.8625,0.9,0.03749999999999998,0.049
uniform_n80_tol0.049,70,71,0.875,0.8875,0.012499999999999956,0.049
uniform_n80_tol0.049,70,72,0.875,0.9,0.025000000000000022,0.049
uniform_n80_tol0.049,70,73,0.875,0.9125,0.03749999999999998,0.049
uniform_n80_tol0.049,71,72,0.8875,0.9,0.012500000000000067,0.049
uniform_n80_tol0.049,71,73,0.8875,0.9125,0.025000000000000022,0.049
uniform_n80_tol0.049,71,74,0.8875,0.925,0.03750000000000009,0.049
uniform_n80_tol0.049,72,73,0.9,0.9125,0.012499999999999956,0.049
uniform_n80_tol0.049,72,74,0.9,0.925,0.025000000000000022,0.049
uniform_n80_tol0.049,72,75,0.9,0.9375,0.03749999999999998,0.049
uniform_n80_tol0.049,73,74,0.9125,0.925,0.012500000000000067,0.049
uniform_n80_tol0.049,73,75,0.9125,0.9375,0.025000000000000022,0.049
uniform_n80_tol0.049,73,76,0.9125,0.95,0.03749999999999998,0.049
uniform_n80_tol0.049,74,75,0.925,0.9375,0.012499999999999956,0.049
uniform_n80_tol0.049,74,76,0.925,0.95,0.02499999999999991,0.049
uniform_n80_tol0.049,74,77,0.925,0.9625,0.03749999999999998,0.049
uniform_n80_tol0.049,75,76,0.9375,0.95,0.012499999999999956,0.049
uniform_n80_tol0.049,75,77,0.9375,0.9625,0.025000000000000022,0.049
uniform_n80_tol0.049,75,78,0.9375,0.975,0.03749999999999998,0.049
uniform_n80_tol0.049,76,77,0.95,0.9625,0.012500000000000067,0.049
uniform_n80_tol0.049,76,78,0.95,0.975,0.025000000000000022,0.049
uniform_n80_tol0.049,76,79,0.95,0.9875,0.03750000000000009,0.049
uniform_n80_tol0.049,77,78,0.9625,0.975,0.012499999999999956,0.049
uniform_n80_tol0.049,77,79,0.9625,0.9875,0.025000000000000022,0.049
uniform_n80_tol0.049,77,80,0.9625,1.0,0.03749999999999998,0.049
uniform_n80_tol0.049,78,79,0.975,0.9875,0.012500000000000067,0.049
uniform_n80_tol0.049,78,80,0.975,1.0,0.025000000000000022,0.049
uniform_n80_tol0.049,79,80,0.9875,1.0,0.012499999999999956,0.049
uniform_n80_tol0.05,0,1,0.0,0.0125,0.0125,0.05
uniform_n80_tol0.05,0,2,0.0,0.025,0.025,0.05
uniform_n80_tol0.05,0,3,0.0,0.0375,0.0375,0.05
uniform_n80_tol0.05,0,4,0.0,0.05,0.05,0.05
uniform_n80_tol0.05,1,2,0.0125,0.025,0.0125,0.05
uniform_n80_tol0.05,1,3,0.0125,0.0375,0.024999999999999998,0.05
uniform_n80_tol0.05,1,4,0.0125,0.05,0.037500000000000006,0.05
uniform_n80_tol0.05,1,5,0.0125,0.0625,0.05,0.05
uniform_n80_tol0.05,2,3,0.025,0.0375,0.012499999999999997,0.05
uniform_n80_tol0.05,2,4,0.025,0.05,0.025,0.05
uniform_n80_tol0.05,2,5,0.025,0.0625,0.0375,0.05
uniform_n80_tol0.05,2,6,0.025,0.075,0.049999999999999996,0.05
uniform_n80_tol0.05,3,4,0.0375,0.05,0.012500000000000004,0.05
uniform_n80_tol0.05,3,5,0.0375,0.0625,0.025,0.05
uniform_n80_tol0.05,3,6,0.0375,0.075,0.0375,0.05
uniform_n80_tol0.05,3,7,0.0375,0.0875,0.049999999999999996,0.05
uniform_n80_tol0.05,4,5,0.05,0.0625,0.012499999999999997,0.05
uniform_n80_tol0.05,4,6,0.05,0.075,0.024999999999999994,0.05
uniform_n80_tol0.05,4,7,0.05,0.0875,0.03749999999999999,0.05
uniform_n80_tol0.05,4,8,0.05,0.1,0.05,0.05
uniform_n80_tol0.05,5,6,0.0625,0.075,0.012499999999999997,0.05
uniform_n80_tol0.05,5,7,0.0625,0.0875,0.024999999999999994,0.05
uniform_n80_tol0.05,5,8,0.0625,0.1,0.037500000000000006,0.05
uniform_n80_tol0.05,5,9,0.0625,0.1125,0.05,0.05
uniform_n80_tol0.05,6,7,0.075,0.0875,0.012499999999999997,0.05
uniform_n80_tol0.05,6,8,0.075,0.1,0.02500000000000001,0.05
uniform_n80_tol0.05,6,9,0.075,0.1125,0.037500000000000006,0.05
uniform_n80_tol0.05,6,10,0.075,0.125,0.05,0.05
uniform_n80_tol0.05,7,8,0.0875,0.1,0.012500000000000011,0.05
uniform_n80_tol0.05,7,9,0.0875,0.1125,0.02500000000000001,0.05
uniform_n80_tol0.05,7,10,0.0875,0.125,0.037500000000000006,0.05
uniform_n80_tol0.05,8,9,0.1,0.1125,0.012499999999999997,0.05
uniform_n80_tol0.05,8,10,0.1,0.125,0.024999999999999994,0.05
uniform_n80_tol0.05,8,11,0.1,0.1375,0.037500000000000006,0.05
uniform_n80_tol0.05,8,12,0.1,0.15,0.04999999999999999,0.05
uniform_n80_tol0.05,9,10,0.1125,0.125,0.012499999999999997,0.05
uniform_n80_tol0.05,9,11,0.1125,0.1375,0.02500000000000001,0.05
uniform_n80_tol0.05,9,12,0.1125,0.15,0.03749999999999999,0.05
uniform_n80_tol0.05,9,13,0.1125,0.1625,0.05,0.05
uniform_n80_tol0.05,10,11,0.125,0.1375,0.012500000000000011,0.05
uniform_n80_tol0.05,10,12,0.125,0.15,0.024999999999999994,0.05
uniform_n80_tol0.05,10,13,0.125,0.1625,0.037500000000000006,0.05
uniform_n80_tol0.05,10,14,0.125,0.175,0.04999999999999999,0.05
uniform_n80_tol0.05,11,12,0.1375,0.15,0.012499999999999983,0.05
uniform_n80_tol0.05,11,13,0.1375,0.1625,0.024999999999999994,0.05
uniform_n80_tol0.05,11,14,0.1375,0.175,0.03749999999999998,0.05
uniform_n80_tol0.05,11,15,0.1375,0.1875,0.04999999999999999,0.05
uniform_n80_tol0.05,12,13,0.15,0.1625,0.012500000000000011,0.05
uniform_n80_tol0.05,12,14,0.15,0.175,0.024999999999999994,0.05
uniform_n80_tol0.05,12,15,0.15,0.1875,0.037500000000000006,0.05
uniform_n80_tol0.05,13,14,0.1625,0.175,0.012499999999999983,0.05
uniform_n80_tol0.05,13,15,0.1625,0.1875,0.024999999999999994,0.05
uniform_n80_tol0.05,13,16,0.1625,0.2,0.037500000000000006,0.05
uniform_n80_tol0.05,13,17,0.1625,0.2125,0.04999999999999999,0.05
uniform_n80_tol0.05,14,15,0.175,0.1875,0.012500000000000011,0.05
uniform_n80_tol0.05,14,16,0.175,0.2,0.025000000000000022,0.05
uniform_n80_tol0.05,14,17,0.175,0.2125,0.037500000000000006,0.05
uniform_n80_tol0.05,15,16,0.1875,0.2,0.012500000000000011,0.05
uniform_n80_tol0.05,15,17,0.1875,0.2125,0.024999999999999994,0.05
uniform_n80_tol0.05,15,18,0.1875,0.225,0.037500000000000006,0.05
uniform_n80_tol0.05,15,19,0.1875,0.2375,0.04999999999999999,0.05
uniform_n80_tol0.05,16,17,0.2,0.2125,0.012499999999999983,0.05
uniform_n80_tol0.05,16,18,0.2,0.225,0.024999999999999994,0.05
uniform_n80_tol0.05,16,19,0.2,0.2375,0.03749999999999998,0.05
uniform_n80_tol0.05,16,20,0.2,0.25,0.04999999999999999,0.05
uniform_n80_tol0.05,17,18,0.2125,0.225,0.012500000000000011,0.05
uniform_n80_tol0.05,17,19,0.2125,0.2375,0.024999999999999994,0.05
uniform_n80_tol0.05,17,20,0.2125,0.25,0.037500000000000006,0.05
uniform_n80_tol0.05,18,19,0.225,0.2375,0.012499999999999983,0.05
uniform_n80_tol0.05,18,20,0.225,0.25,0.024999999999999994,0.05
uniform_n80_tol0.05,18,21,0.225,0.2625,0.037500000000000006,0.05
uniform_n80_tol0.05,19,20,0.2375,0.25,0.012500000000000011,0.05
uniform_n80_tol0.05,19,21,0.2375,0.2625,0.025000000000000022,0.05
uniform_n80_tol0.05,19,22,0.2375,0.275,0.03750000000000003,0.05
uniform_n80_tol0.05,19,23,0.2375,0.2875,0.04999999999999999,0.05
uniform_n80_tol0.05,20,21,0.25,0.2625,0.012500000000000011,0.05
uniform_n80_tol0.05,20,22,0.25,0.275,0.025000000000000022,0.05
uniform_n80_tol0.05,20,23,0.25,0.2875,0.03749999999999998,0.05
uniform_n80_tol0.05,20,24,0.25,0.3,0.04999999999999999,0.05
uniform_n80_tol0.05,21,22,0.2625,0.275,0.012500000000000011,0.05
uniform_n80_tol0.05,21,23,0.2625,0.2875,0.024999999999999967,0.05
uniform_n80_tol0.05,21,24,0.2625,0.3,0.03749999999999998,0.05
uniform_n80_tol0.05,21,25,0.2625,0.3125,0.04999999999999999,0.05
uniform_n80_tol0.05,22,23,0.275,0.2875,0.012499999999999956,0.05
uniform_n80_tol0.05,22,24,0.275,0.3,0.024999999999999967,0.05
uniform_n80_tol0.05,22,25,0.275,0.3125,0.03749999999999998,0.05
uniform_n80_tol0.05,22,26,0.275,0.325,0.04999999999999999,0.05
uniform_n80_tol0.05,23,24,0.2875,0.3,0.012500000000000011,0.05
uniform_n80_tol0.05,23,25,0.2875,0.3125,0.025000000000000022,0.05
uniform_n80_tol0.05,23,26,0.2875,0.325,0.03750000000000003,0.05
uniform_n80_tol0.05,24,25,0.3,0.3125,0.012500000000000011,0.05
uniform_n80_tol0.05,24,26,0.3,0.325,0.025000000000000022,0.05
uniform_n80_tol0.05,24,27,0.3,0.3375,0.03750000000000003,0.05
uniform_n80_tol0.05,24,28,0.3,0.35,0.04999999999999999,0.05
uniform_n80_tol0.05,25,26,0.3125,0.325,0.012500000000000011,0.05
uniform_n80_tol0.05,25,27,0.3125,0.3375,0.025000000000000022,0.05
uniform_n80_tol0.05,25,28,0.3125,0.35,0.03749999999999998,0.05
uniform_n80_tol0.05,25,29,0.3125,0.3625,0.04999999999999999,0.05
uniform_n80_tol0.05,26,27,0.325,0.3375,0.012500000000000011,0.05
uniform_n80_tol0.05,26,28,0.325,0.35,0.024999999999999967,0.05
uniform_n80_tol0.05,26,29,0.325,0.3625,0.03749999999999998,0.05
uniform_n80_tol0.05,26,30,0.325,0.375,0.04999999999999999,0.05
uniform_n80_tol0.05,27,28,0.3375,0.35,0.012499999999999956,0.05
uniform_n80_tol0.05,27,29,0.3375,0.3625,0.024999999999999967,0.05
uniform_n80_tol0.05,27,30,0.3375,0.375,0.03749999999999998,0.05
uniform_n80_tol0.05,27,31,0.3375,0.3875,0.04999999999999999,0.05
uniform_n80_tol0.05,28,29,0.35,0.3625,0.012500000000000011,0.05
uniform_n80_tol0.05,28,30,0.35,0.375,0.025000000000000022,0.05
uniform_n80_tol0.05,28,31,0.35,0.3875,0.03750000000000003,0.05
uniform_n80_tol0.05,29,30,0.3625,0.375,0.012500000000000011,0.05
uniform_n80_tol0.05,29,31,0.3625,0.3875,0.025000000000000022,0.05
uniform_n80_tol0.05,29,32,0.3625,0.4,0.03750000000000003,0.05
uniform_n80_tol0.05,29,33,0.3625,0.4125,0.04999999999999999,0.05
uniform_n80_tol0.05,30,31,0.375,0.3875,0.012500000000000011,0.05
uniform_n80_tol0.05,30,32,0.375,0.4,0.025000000000000022,0.05
uniform_n80_tol0.05,30,33,0.375,0.4125,0.03749999999999998,0.05
uniform_n80_tol0.05,30,34,0.375,0.425,0.04999999999999999,0.05
uniform_n80_tol0.05,31,32,0.3875,0.4,0.012500000000000011,0.05
uniform_n80_tol0.05,31,33,0.3875,0.4125,0.024999999999999967,0.05
uniform_n80_tol0.05,31,34,0.3875,0.425,0.03749999999999998,0.05
uniform_n80_tol0.05,31,35,0.3875,0.4375,0.04999999999999999,0.05
uniform_n80_tol0.05,32,33,0.4,0.4125,0.012499999999999956,0.05
uniform_n80_tol0.05,32,34,0.4,0.425,0.024999999999999967,0.05
uniform_n80_tol0.05,32,35,0.4,0.4375,0.03749999999999998,0.05
uniform_n80_tol0.05,32,36,0.4,0.45,0.04999999999999999,0.05
uniform_n80_tol0.05,33,34,0.4125,0.425,0.012500000000000011,0.05
uniform_n80_tol0.05,33,35,0.4125,0.4375,0.025000000000000022,0.05
uniform_n80_tol0.05,33,36,0.4125,0.45,0.03750000000000003,0.05
uniform_n80_tol0.05,34,35,0.425,0.4375,0.012500000000000011,0.05
uniform_n80_tol0.05,34,36,0.425,0.45,0.025000000000000022,0.05
uniform_n80_tol0.05,34,37,0.425,0.4625,0.03750000000000003,0.05
uniform_n80_tol0.05,34,38,0.425,0.475,0.04999999999999999,0.05
uniform_n80_tol0.05,35,36,0.4375,0.45,0.012500000000000011,0.05
uniform_n80_tol0.05,35,37,0.4375,0.4625,0.025000000000000022,0.05
uniform_n80_tol0.05,35,38,0.4375,0.475,0.03749999999999998,0.05
uniform_n80_tol0.05,35,39,0.4375,0.4875,0.04999999999999999,0.05
uniform_n80_tol0.05,36,37,0.45,0.4625,0.012500000000000011,0.05
uniform_n80_tol0.05,36,38,0.45,0.475,0.024999999999999967,0.05
uniform_n80_tol0.05,36,39,0.45,0.4875,0.03749999999999998,0.05
uniform_n80_tol0.05,36,40,0.45,0.5,0.04999999999999999,0.05
uniform_n80_tol0.05,37,38,0.4625,0.475,0.012499999999999956,0.05
uniform_n80_tol0.05,37,39,0.4625,0.4875,0.024999999999999967,0.05
uniform_n80_tol0.05,37,40,0.4625,0.5,0.03749999999999998,0.05
uniform_n80_tol0.05,37,41,0.4625,0.5125,0.04999999999999993,0.05
uniform_n80_tol0.05,38,39,0.475,0.4875,0.012500000000000011,0.05
uniform_n80_tol0.05,38,40,0.475,0.5,0.025000000000000022,0.05
uniform_n80_tol0.05,38,41,0.475,0.5125,0.03749999999999998,0.05
uniform_n80_tol0.05,39,40,0.4875,0.5,0.012500000000000011,0.05
uniform_n80_tol0.05,39,41,0.4875,0.5125,0.024999999999999967,0.05
uniform_n80_tol0.05,39,42,0.4875,0.525,0.03750000000000003,0.05
uniform_n80_tol0.05,39,43,0.4875,0.5375,0.04999999999999999,0.05
uniform_n80_tol0.05,40,41,0.5,0.5125,0.012499999999999956,0.05
uniform_n80_tol0.05,40,42,0.5,0.525,0.025000000000000022,0.05
uniform_n80_tol0.05,40,43,0.5,0.5375,0.03749999999999998,0.05
uniform_n80_tol0.05,41,42,0.5125,0.525,0.012500000000000067,0.05
uniform_n80_tol0.05,41,43,0.5125,0.5375,0.025000000000000022,0.05
uniform_n80_tol0.05,41,44,0.5125,0.55,0.03750000000000009,0.05
uniform_n80_tol0.05,42,43,0.525,0.5375,0.012499999999999956,0.05
uniform_n80_tol0.05,42,44,0.525,0.55,0.025000000000000022,0.05
uniform_n80_tol0.05,42,45,0.525,0.5625,0.03749999999999998,0.05
uniform_n80_tol0.05,42,46,0.525,0.575,0.04999999999999993,0.05
uniform_n80_tol0.05,43,44,0.5375,0.55,0.012500000000000067,0.05
uniform_n80_tol0.05,43,45,0.5375,0.5625,0.025000000000000022,0.05
uniform_n80_tol0.05,43,46,0.5375,0.575,0.03749999999999998,0.05
uniform_n80_tol0.05,44,45,0.55,0.5625,0.012499999999999956,0.05
uniform_n80_tol0.05,44,46,0.55,0.575,0.02499999999999991,0.05
uniform_n80_tol0.05,44,47,0.55,0.5875,0.03749999999999998,0.05
uniform_n80_tol0.05,44,48,0.55,0.6,0.04999999999999993,0.05
uniform_n80_tol0.05,45,46,0.5625,0.575,0.012499999999999956,0.05
uniform_n80_tol0.05,45,47,0.5625,0.5875,0.025000000000000022,0.05
uniform_n80_tol0.05,45,48,0.5625,0.6,0.03749999999999998,0.05
uniform_n80_tol0.05,46,47,0.575,0.5875,0.012500000000000067,0.05
uniform_n80_tol0.05,46,48,0.575,0.6,0.025000000000000022,0.05
uniform_n80_tol0.05,46,49,0.575,0.6125,0.03750000000000009,0.05
uniform_n80_tol0.05,47,48,0.5875,0.6,0.012499999999999956,0.05
uniform_n80_tol0.05,47,49,0.5875,0.6125,0.025000000000000022,0.05
uniform_n80_tol0.05,47,50,0.5875,0.625,0.03749999999999998,0.05
uniform_n80_tol0.05,47,51,0.5875,0.6375,0.04999999999999993,0.05
uniform_n80_tol0.05,48,49,0.6,0.6125,0.012500000000000067,0.05
uniform_n80_tol0.05,48,50,0.6,0.625,0.025000000000000022,0.05
uniform_n80_tol0.05,48,51,0.6,0.6375,0.03749999999999998,0.05
uniform_n80_tol0.05,49,50,0.6125,0.625,0.012499999999999956,0.05
uniform_n80_tol0.05,49,51,0.6125,0.6375,0.02499999999999991,0.05
uniform_n80_tol0.05,49,52,0.6125,0.65,0.03749999999999998,0.05
uniform_n80_tol0.05,49,53,0.6125,0.6625,0.04999999999999993,0.05
uniform_n80_tol0.05,50,51,0.625,0.6375,0.012499999999999956,0.05
uniform_n80_tol0.05,50,52,0.625,0.65,0.025000000000000022,0.05
uniform_n80_tol0.05,50,53,0.625,0.6625,0.03749999999999998,0.05
uniform_n80_tol0.05,51,52,0.6375,0.65,0.012500000000000067,0.05
uniform_n80_tol0.05,51,53,0.6375,0.6625,0.025000000000000022,0.05
uniform_n80_tol0.05,51,54,0.6375,0.675,0.03750000000000009,0.05
uniform_n80_tol0.05,52,53,0.65,0.6625,0.012499999999999956,0.05
uniform_n80_tol0.05,52,54,0.65,0.675,0.025000000000000022,0.05
uniform_n80_tol0.05,52,55,0.65,0.6875,0.03749999999999998,0.05
uniform_n80_tol0.05,52,56,0.65,0.7,0.04999999999999993,0.05
uniform_n80_tol0.05,53,54,0.6625,0.675,0.012500000000000067,0.05
uniform_n80_tol0.05,53,55,0.6625,0.6875,0.025000000000000022,0.05
uniform_n80_tol0.05,53,56,0.6625,0.7,0.03749999999999998,0.05
uniform_n80_tol0.05,54,55,0.675,0.6875,0.012499999999999956,0.05
uniform_n80_tol0.05,54,56,0.675,0.7,0.02499999999999991,0.05
uniform_n80_tol0.05,54,57,0.675,0.7125,0.03749999999999998,0.05
uniform_n80_tol0.05,54,58,0.675,0.725,0.04999999999999993,0.05
uniform_n80_tol0.05,55,56,0.6875,0.7,0.012499999999999956,0.05
uniform_n80_tol0.05,55,57,0.6875,0.7125,0.025000000000000022,0.05
uniform_n80_tol0.05,55,58,0.6875,0.725,0.03749999999999998,0.05
uniform_n80_tol0.05,56,57,0.7,0.7125,0.012500000000000067,0.05
uniform_n80_tol0.05,56,58,0.7,0.725,0.025000000000000022,0.05
uniform_n80_tol0.05,56,59,0.7,0.7375,0.03750000000000009,0.05
uniform_n80_tol0.05,57,58,0.7125,0.725,0.012499999999999956,0.05
uniform_n80_tol0.05,57,59,0.7125,0.7375,0.025000000000000022,0.05
uniform_n80_tol0.05,57,60,0.7125,0.75,0.03749999999999998,0.05
uniform_n80_tol0.05,57,61,0.7125,0.7625,0.04999999999999993,0.05
uniform_n80_tol0.05,58,59,0.725,0.7375,0.012500000000000067,0.05
uniform_n80_tol0.05,58,60,0.725,0.75,0.025000000000000022,0.05
uniform_n80_tol0.05,58,61,0.725,0.7625,0.03749999999999998,0.05
uniform_n80_tol0.05,59,60,0.7375,0.75,0.012499999999999956,0.05
uniform_n80_tol0.05,59,61,0.7375,0.7625,0.02499999999999991,0.05
uniform_n80_tol0.05,59,62,0.7375,0.775,0.03749999999999998,0.05
uniform_n80_tol0.05,59,63,0.7375,0.7875,0.04999999999999993,0.05
uniform_n80_tol0.05,60,61,0.75,0.7625,0.012499999999999956,0.05
uniform_n80_tol0.05,60,62,0.75,0.775,0.025000000000000022,0.05
uniform_n80_tol0.05,60,63,0.75,0.7875,0.03749999999999998,0.05
uniform_n80_tol0.05,61,62,0.7625,0.775,0.012500000000000067,0.05
uniform_n80_tol0.05,61,63,0.7625,0.7875,0.025000000000000022,0.05
uniform_n80_tol0.05,61,64,0.7625,0.8,0.03750000000000009,0.05
uniform_n80_tol0.05,62,63,0.775,0.7875,0.012499999999999956,0.05
uniform_n80_tol0.05,62,64,0.775,0.8,0.025000000000000022,0.05
uniform_n80_tol0.05,62,65,0.775,0.8125,0.03749999999999998,0.05
uniform_n80_tol0.05,62,66,0.775,0.825,0.04999999999999993,0.05
uniform_n80_tol0.05,63,64,0.7875,0.8,0.012500000000000067,0.05
uniform_n80_tol0.05,63,65,0.7875,0.8125,0.025000000000000022,0.05
uniform_n80_tol0.05,63,66,0.7875,0.825,0.03749999999999998,0.05
uniform_n80_tol0.05,64,65,0.8,0.8125,0.012499999999999956,0.05
uniform_n80_tol0.05,64,66,0.8,0.825,0.02499999999999991,0.05
uniform_n80_tol0.05,64,67,0.8,0.8375,0.03749999999999998,0.05
uniform_n80_tol0.05,64,68,0.8,0.85,0.04999999999999993,0.05
uniform_n80_tol0.05,65,66,0.8125,0.825,0.012499999999999956,0.05
uniform_n80_tol0.05,65,67,0.8125,0.8375,0.025000000000000022,0.05
uniform_n80_tol0.05,65,68,0.8125,0.85,0.03749999999999998,0.05
uniform_n80_tol0.05,66,67,0.825,0.8375,0.012500000000000067,0.05
uniform_n80_tol0.05,66,68,0.825,0.85,0.025000000000000022,0.05
uniform_n80_tol0.05,66,69,0.825,0.8625,0.03750000000000009,0.05
uniform_n80_tol0.05,67,68,0.8375,0.85,0.012499999999999956,0.05
uniform_n80_tol0.05,67,69,0.8375,0.8625,0.025000000000000022,0.05
uniform_n80_tol0.05,67,70,0.8375,0.875,0.03749999999999998,0.05
uniform_n80_tol0.05,67,71,0.8375,0.8875,0.04999999999999993,0.05
uniform_n80_tol0.05,68,69,0.85,0.8625,0.012500000000000067,0.05
uniform_n80_tol0.05,68,70,0.85,0.875,0.025000000000000022,0.05
uniform_n80_tol0.05,68,71,0.85,0.8875,0.03749999999999998,0.05
uniform_n80_tol0.05,69,70,0.8625,0.875,0.012499999999999956,0.05
uniform_n80_tol0.05,69,71,0.8625,0.8875,0.02499999999999991,0.05
uniform_n80_tol0.05,69,72,0.8625,0.9,0.03749999999999998,0.05
uniform_n80_tol0.05,69,73,0.8625,0.9125,0.04999999999999993,0.05
uniform_n80_tol0.05,70,71,0.875,0.8875,0.012499999999999956,0.05
uniform_n80_tol0.05,70,72,0.875,0.9,0.025000000000000022,0.05
uniform_n80_tol0.05,70,73,0.875,0.9125,0.03749999999999998,0.05
uniform_n80_tol0.05,71,72,0.8875,0.9,0.012500000000000067,0.05
uniform_n80_tol0.05,71,73,0.8875,0.9125,0.025000000000000022,0.05
uniform_n80_tol0.05,71,74,0.8875,0.925,0.03750000000000009,0.05
uniform_n80_tol0.05,72,73,0.9,0.9125,0.012499999999999956,0.05
uniform_n80_tol0.05,72,74,0.9,0.925,0.025000000000000022,0.05
uniform_n80_tol0.05,72,75,0.9,0.9375,0.03749999999999998,0.05
uniform_n80_tol0.05,72,76,0.9,0.95,0.04999999999999993,0.05
uniform_n80_tol0.05,73,74,0.9125,0.925,0.012500000000000067,0.05
uniform_n80_tol0.05,73,75,0.9125,0.9375,0.025000000000000022,0.05
uniform_n80_tol0.05,73,76,0.9125,0.95,0.03749999999999998,0.05
uniform_n80_tol0.05,74,75,0.925,0.9375,0.012499999999999956,0.05
uniform_n80_tol0.05,74,76,0.925,0.95,0.02499999999999991,0.05
uniform_n80_tol0.05,74,77,0.925,0.9625,0.03749999999999998,0.05
uniform_n80_tol0.05,74,78,0.925,0.975,0.04999999999999993,0.05
uniform_n80_tol0.05,75,76,0.9375,0.95,0.012499999999999956,0.05
