seed,run_a,run_b,order_a,order_b,token,input_value,step_a,step_b,belief_before_a,belief_before_b,accepted_a,accepted_b,gap_a,gap_b
7,control_E_gradual_seed7,order_shuffled_seed7,descending,shuffled,3,0.9,4,102,0.925,0.975,True,False,0.025000000000000022,0.07499999999999996
7,control_E_gradual_seed7,order_shuffled_seed7,descending,shuffled,4,0.875,5,101,0.9,0.975,True,False,0.025000000000000022,0.09999999999999998
7,control_E_gradual_seed7,order_shuffled_seed7,descending,shuffled,5,0.85,6,112,0.875,0.975,True,False,0.025000000000000022,0.125
7,control_E_gradual_seed7,order_shuffled_seed7,descending,shuffled,6,0.825,7,92,0.85,0.975,True,False,0.025000000000000022,0.15000000000000002
7,control_E_gradual_seed7,order_shuffled_seed7,descending,shuffled,7,0.8,8,25,0.825,1.0,True,False,0.02499999999999991,0.19999999999999996
7,control_E_gradual_seed7,order_shuffled_seed7,descending,shuffled,8,0.775,9,76,0.8,0.975,True,False,0.025000000000000022,0.19999999999999996
7,control_E_gradual_seed7,order_shuffled_seed7,descending,shuffled,9,0.75,10,9,0.775,1.0,True,False,0.025000000000000022,0.25
7,control_E_gradual_seed7,order_shuffled_seed7,descending,shuffled,10,0.725,11,89,0.75,0.975,True,False,0.025000000000000022,0.25
7,control_E_gradual_seed7,order_shuffled_seed7,descending,shuffled,11,0.7,12,27,0.725,1.0,True,False,0.025000000000000022,0.30000000000000004
7,control_E_gradual_seed7,order_shuffled_seed7,descending,shuffled,12,0.675,13,75,0.7,0.975,True,False,0.02499999999999991,0.29999999999999993
7,control_E_gradual_seed7,order_shuffled_seed7,descending,shuffled,13,0.6499999999999999,14,51,0.675,1.0,True,False,0.025000000000000133,0.3500000000000001
7,control_E_gradual_seed7,order_shuffled_seed7,descending,shuffled,14,0.625,15,15,0.6499999999999999,1.0,True,False,0.02499999999999991,0.375
7,control_E_gradual_seed7,order_shuffled_seed7,descending,shuffled,15,0.6,16,110,0.625,0.975,True,False,0.025000000000000022,0.375
7,control_E_gradual_seed7,order_shuffled_seed7,descending,shuffled,16,0.575,17,111,0.6,0.975,True,False,0.025000000000000022,0.4
7,control_E_gradual_seed7,order_shuffled_seed7,descending,shuffled,17,0.55,18,22,0.575,1.0,True,False,0.02499999999999991,0.44999999999999996
7,control_E_gradual_seed7,order_shuffled_seed7,descending,shuffled,18,0.5249999999999999,19,48,0.55,1.0,True,False,0.025000000000000133,0.4750000000000001
7,control_E_gradual_seed7,order_shuffled_seed7,descending,shuffled,19,0.5,20,39,0.5249999999999999,1.0,True,False,0.02499999999999991,0.5
7,control_E_gradual_seed7,order_shuffled_seed7,descending,shuffled,20,0.475,21,99,0.5,0.975,True,False,0.025000000000000022,0.5
7,control_E_gradual_seed7,order_shuffled_seed7,descending,shuffled,21,0.44999999999999996,22,44,0.475,1.0,True,False,0.025000000000000022,0.55
7,control_E_gradual_seed7,order_shuffled_seed7,descending,shuffled,22,0.42499999999999993,23,6,0.44999999999999996,1.0,True,False,0.025000000000000022,0.5750000000000001
7,control_E_gradual_seed7,order_shuffled_seed7,descending,shuffled,23,0.3999999999999999,24,28,0.42499999999999993,1.0,True,False,0.025000000000000022,0.6000000000000001
7,control_E_gradual_seed7,order_shuffled_seed7,descending,shuffled,24,0.375,25,118,0.3999999999999999,0.975,True,False,0.02499999999999991,0.6
7,control_E_gradual_seed7,order_shuffled_seed7,descending,shuffled,25,0.35,26,100,0.375,0.975,True,False,0.025000000000000022,0.625
7,control_E_gradual_seed7,order_shuffled_seed7,descending,shuffled,26,0.32499999999999996,27,53,0.35,1.0,True,False,0.025000000000000022,0.675
7,control_E_gradual_seed7,order_shuffled_seed7,descending,shuffled,27,0.29999999999999993,28,97,0.32499999999999996,0.975,True,False,0.025000000000000022,0.675
7,control_E_gradual_seed7,order_shuffled_seed7,descending,shuffled,28,0.2749999999999999,29,113,0.29999999999999993,0.975,True,False,0.025000000000000022,0.7000000000000001
7,control_E_gradual_seed7,order_shuffled_seed7,descending,shuffled,29,0.25,30,11,0.2749999999999999,1.0,True,False,0.02499999999999991,0.75
7,control_E_gradual_seed7,order_shuffled_seed7,descending,shuffled,30,0.22499999999999998,31,68,0.25,1.0,True,False,0.025000000000000022,0.775
7,control_E_gradual_seed7,order_shuffled_seed7,descending,shuffled,31,0.19999999999999996,32,46,0.22499999999999998,1.0,True,False,0.025000000000000022,0.8
7,control_E_gradual_seed7,order_shuffled_seed7,descending,shuffled,32,0.17499999999999993,33,93,0.19999999999999996,0.975,True,False,0.025000000000000022,0.8
7,control_E_gradual_seed7,order_shuffled_seed7,descending,shuffled,33,0.1499999999999999,34,116,0.17499999999999993,0.975,True,False,0.025000000000000022,0.8250000000000001
7,control_E_gradual_seed7,order_shuffled_seed7,descending,shuffled,34,0.125,35,96,0.1499999999999999,0.975,True,False,0.02499999999999991,0.85
7,control_E_gradual_seed7,order_shuffled_seed7,descending,shuffled,35,0.09999999999999998,36,108,0.125,0.975,True,False,0.025000000000000022,0.875
7,control_E_gradual_seed7,order_shuffled_seed7,descending,shuffled,36,0.07499999999999996,37,10,0.09999999999999998,1.0,True,False,0.025000000000000022,0.925
7,control_E_gradual_seed7,order_shuffled_seed7,descending,shuffled,37,0.04999999999999993,38,13,0.07499999999999996,1.0,True,False,0.025000000000000022,0.9500000000000001
7,control_E_gradual_seed7,order_shuffled_seed7,descending,shuffled,38,0.02499999999999991,39,119,0.04999999999999993,0.975,True,False,0.025000000000000022,0.9500000000000001
7,control_E_gradual_seed7,order_shuffled_seed7,descending,shuffled,39,0.0,40,1,0.02499999999999991,1.0,True,False,0.02499999999999991,1.0
7,control_E_gradual_seed7,order_shuffled_seed7,descending,shuffled,40,0.0,41,17,0.0,1.0,True,False,0.0,1.0
7,control_E_gradual_seed7,order_shuffled_seed7,descending,shuffled,41,0.0,42,30,0.0,1.0,True,False,0.0,1.0
7,control_E_gradual_seed7,order_shuffled_seed7,descending,shuffled,42,0.0,43,86,0.0,0.975,True,False,0.0,0.975
7,control_E_gradual_seed7,order_shuffled_seed7,descending,shuffled,43,0.0,44,14,0.0,1.0,True,False,0.0,1.0
7,control_E_gradual_seed7,order_shuffled_seed7,descending,shuffled,44,0.0,45,2,0.0,1.0,True,False,0.0,1.0
7,control_E_gradual_seed7,order_shuffled_seed7,descending,shuffled,45,0.0,46,106,0.0,0.975,True,False,0.0,0.975
7,control_E_gradual_seed7,order_shuffled_seed7,descending,shuffled,46,0.0,47,41,0.0,1.0,True,False,0.0,1.0
